Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players
City Builder,933820,Endzone - A World Apart,"City Builder, Indie, Simulation, Strategy, Survival",,,,Gentlymad Studios,"Assemble Entertainment, WhisperGames",63.0,steamspy,6374.0
City Builder,352550,Urban Empire,"City Builder, RPG, Simulation, Strategy",,,,Reborn Games,Kalypso Media Digital,2.0,steamspy,5839.0
City Builder,1121640,The Wandering Village,"City Builder, Simulation, Strategy, Survival",,,,Stray Fawn Studio,"Stray Fawn Publishing, WhisperGames",134.0,steamspy,5711.0
City Builder,232890,Stronghold Crusader 2,"Action, Adventure, City Builder, Simulation, Strategy, Survival",,,,Firefly Studios,Firefly Studios,115.0,steamspy,5698.0
City Builder,3028310,Nordhold,"Casual, City Builder, Indie, Strategy, Tower Defense",,,,StunForge,"HypeTrain Digital, StunForge",76.0,steamspy,5383.0
City Builder,24780,SimCity 4 Deluxe Edition,"Casual, City Builder, Simulation, Strategy",,,,"EA - Maxis, Aspyr (Mac)","Electronic Arts, Aspyr (Mac)",303.0,steamspy,5128.0
City Builder,2292800,Blacksmith Master,"Casual, City Builder, Simulation, Strategy, Survival",,,,Untitled Studio,Hooded Horse,88.0,steamspy,3699.0
City Builder,2680550,Hollywood Animal,"Adventure, City Builder, Simulation, Strategy",,,,Weappy Wholesome,Weappy Studio,150.0,steamspy,3521.0
City Builder,2021880,Ara History Untold: Anniversary Edition ,"4X, City Builder, Strategy",,,,Oxide Games,Xbox Game Studios,39.0,steamspy,3449.0
City Builder,248390,Craft The World,"Adventure, City Builder, Indie, RPG, Simulation, Strategy, Survival, Tower Defense",,,,Dekovir Entertainment,Dekovir Ltd,213.0,steamspy,3243.0
City Builder,1536610,OpenTTD,"Casual, City Builder, Indie, Simulation, Strategy",,,,OpenTTD,OpenTTD,367.0,steamspy,3196.0
City Builder,979110,Space Haven,"City Builder, Indie, Simulation, Strategy, Survival",,,,Bugbyte Ltd.,Bugbyte Ltd.,156.0,steamspy,3186.0
City Builder,1123830,Farm Manager 2021,"Casual, City Builder, Indie, Simulation, Strategy",,,,Cleversan Games,"PlayWay S.A., Sim Farm S.A.",33.0,steamspy,3173.0
City Builder,1162750,Songs of Syx,"City Builder, Simulation, Strategy, Survival",,,,Gamatron AB,Gamatron AB,154.0,steamspy,2939.0
City Builder,352720,The Universim,"Casual, City Builder, Simulation, Strategy, Survival",,,,Crytivo,Crytivo,43.0,steamspy,2819.0
City Builder,1700870,Clanfolk,"City Builder, Simulation, Strategy, Survival",,,,MinMax Games Ltd.,Hooded Horse,163.0,steamspy,2770.0
City Builder,2700,RollerCoaster Tycoon 3: Platinum,"Adventure, Casual, City Builder, Simulation, Strategy",,,,"Frontier, Aspyr (Mac)","Frontier, Aspyr (Mac)",25.0,steamspy,2762.0
City Builder,1450900,Desynced,"City Builder, Simulation, Strategy, Survival",,,,Stage Games Inc.,Forklift Interactive,45.0,steamspy,2714.0
City Builder,1017900,Age of Empires: Definitive Edition,"Action, Adventure, City Builder, Strategy",,,,"World's Edge, Forgotten Empires, Tantalus",Xbox Game Studios,509.0,steamspy,2705.0
City Builder,271240,Offworld Trading Company,"City Builder, Simulation, Strategy, Survival",,,,Mohawk Games,Stardock Entertainment,16.0,steamspy,2698.0
City Builder,2134770,SteamWorld Build,"Casual, City Builder, Strategy",,,,The Station,Thunderful Publishing,18.0,steamspy,2615.0
City Builder,1220140,Cartel Tycoon,"Action, City Builder, RPG, Simulation, Strategy, Survival",,,,Moon Moose,tinyBuild,67.0,steamspy,2240.0
City Builder,1342330,Mad Games Tycoon 2,"Casual, City Builder, Simulation, Strategy",,,,Eggcode,Eggcode,95.0,steamspy,2145.0
City Builder,496460,Life is Feudal: Forest Village,"City Builder, Indie, Simulation, Strategy, Survival",,,,Mindillusion,Bitbox Ltd.,37.0,steamspy,1935.0
City Builder,1726130,Pathless Woods,"Adventure, City Builder, Indie, RPG, Simulation, Strategy, Survival",,,,AniYa Games Studio,AniYa Games Studio,2.0,steamspy,1857.0
City Builder,225420,Cities in Motion 2,"City Builder, Simulation, Strategy",,,,Colossal Order Ltd.,Paradox Interactive,7.0,steamspy,1736.0
City Builder,732050,Voxel Tycoon,"City Builder, Indie, Simulation, Strategy",,,,Voxel Tycoon,Voxel Tycoon,9.0,steamspy,1712.0
City Builder,1105420,Game of Thrones Winter is Coming,"City Builder, Massively Multiplayer, Platformer, RPG, Simulation, Strategy",,,,YOUZU (SINGAPORE) PTE. LTD.,YOUZU (SINGAPORE) PTE. LTD.,375.0,steamspy,1670.0
City Builder,588160,Pizza Connection 3,"Action, Casual, City Builder, Horror, Indie, Simulation, Strategy",,,,Gentlymad Studios,Assemble Entertainment,1.0,steamspy,1652.0
City Builder,2013240,Immortal Family,"Casual, City Builder, Indie, RPG, Simulation, Strategy",,,,一起来修仙工作室,方块游戏(CubeGame),63.0,steamspy,1587.0
City Builder,2834600,My Little Life,"Casual, City Builder, Simulation",,,,9FingerGames,9FingerGames,307.0,steamspy,1521.0
City Builder,1368130,Park Beyond,"Casual, City Builder, Simulation, Strategy",,,,Limbic Entertainment,Bandai Namco Europe S.A.S.,4.0,steamspy,1412.0
City Builder,47400,Stronghold 3 Gold,"City Builder, Simulation, Strategy, Survival",,,,Firefly Studios,Firefly Studios,10.0,steamspy,1403.0
City Builder,1167140,Siege Survival: Gloria Victis,"City Builder, RPG, Simulation, Strategy, Survival",,,,Black Eye Games,Ravenscourt,3.0,steamspy,1340.0
City Builder,1281630,Anno 1404 - History Edition,"City Builder, Simulation, Strategy",,,,Ubisoft Mainz,Ubisoft,125.0,steamspy,1152.0
City Builder,1254320,Surviving the Abyss,"City Builder, Simulation, Strategy, Survival",,,,Rocket Flair Studios,Paradox Arc,7.0,steamspy,1069.0
City Builder,1983710,Dungeon Village 2,"Casual, City Builder, Platformer, RPG, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",54.0,steamspy,911.0
City Builder,521150,Another Brick in The Mall,"City Builder, Indie, Simulation, Strategy",,,,The Quadsphere,The Quadsphere,24.0,steamspy,896.0
City Builder,1074070,Dust to the End,"Adventure, City Builder, Indie, RPG, Simulation, Strategy, Survival",,,,"Haojoy Game, Zjoy Game",2P Games,6.0,steamspy,752.0
City Builder,762650,Depraved,"City Builder, Simulation, Strategy, Survival",,,,Evil Bite,Evil Bite,3.0,steamspy,700.0
City Builder,2381740,Hexguardian,"City Builder, Strategy, Tower Defense",,,,Split Second Games,Yogscast Games,10.0,steamspy,675.0
City Builder,1207590,Builders of Egypt: Prologue,"City Builder, Indie, Simulation, Strategy",,,,Strategy Labs,PlayWay S.A.,0.0,steamspy,674.0
City Builder,564530,Pharaoh + Cleopatra,"City Builder, Simulation, Strategy",,,,Impressions Games,Activision,66.0,steamspy,662.0
City Builder,2438680,Airborne Empire,"Adventure, City Builder, RPG, Strategy, Survival",,,,The Wandering Band LLC,"Stray Fawn Publishing, The Wandering Band LLC",6.0,steamspy,658.0
City Builder,2934180,Doraemon Dorayaki Shop Story,"City Builder, Platformer, Simulation",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",6.0,steamspy,648.0
City Builder,2427570,Block Tower TD,"City Builder, Strategy, Survival, Tower Defense",,,,"MyDreamForever, Tazdraperm",MyDreamForever,1.0,steamspy,631.0
City Builder,1946970,Isle of Arrows,"Card & Board, Casual, City Builder, Puzzle, Strategy, Tower Defense",,,,Gridpop,Gridpop,27.0,steamspy,581.0
City Builder,1864880,Roman Triumph: Survival City Builder,"City Builder, Simulation, Strategy, Survival",,,,Coreffect Interactive,Forklift Interactive,24.0,steamspy,572.0
City Builder,1847240,Game Dev Story,"Casual, City Builder, Indie, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",11.0,steamspy,571.0
City Builder,667610,Ancient Cities,"City Builder, Simulation, Strategy, Survival",,,,Uncasual Games,Uncasual Games,10.0,steamspy,539.0
City Builder,2512930,Guardians of the Sanctree,"Adventure, City Builder, Simulation, Strategy, Survival, Tower Defense",,,,HuCang Studio,"HuCang Studio, SilkeyGames",0.0,steamspy,526.0
City Builder,2521630,Mini Settlers,"Casual, City Builder, Simulation, Strategy",,,,Knight Owl Games,"Goblinz Publishing, IndieArk",19.0,steamspy,524.0
City Builder,1409830,Sons of Valhalla,"Action, Adventure, City Builder, RPG, Simulation, Strategy, Survival",,,,Pixel Chest,Hooded Horse,1.0,steamspy,472.0
City Builder,672630,Academia : School Simulator,"City Builder, Simulation, Strategy",,,,Squeaky Wheel Studio Inc,Paradox Interactive,15.0,steamspy,450.0
City Builder,2891120,Mad Smartphone Tycoon,"Casual, City Builder, Indie, Simulation, Strategy",,,,Miradil,Miradil,1.0,steamspy,420.0
City Builder,3179730,Deck of Haunts,"Card & Board, City Builder, Horror, Simulation, Strategy, Tower Defense",,,,Mantis,"DANGEN Entertainment, Game Source Entertainment",60.0,steamspy,380.0
City Builder,1273100,Builders of Greece,"City Builder, Indie, Simulation, Strategy",,,,"BLUM Entertainment, Strategy Labs","CreativeForge Games, PlayWay S.A.",5.0,steamspy,338.0
City Builder,40980,Stronghold Legends: Steam Edition,"City Builder, Simulation, Strategy",,,,Firefly Studios,Firefly Studios,46.0,steamspy,303.0
City Builder,57600,Tropico 3: Absolute Power,"City Builder, Simulation, Strategy",,,,Haemimont Games,Kalypso Media Digital,3.0,steamspy,260.0
City Builder,2488340,Dream Town Island,"Casual, City Builder, Platformer, Simulation, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",29.0,steamspy,258.0
City Builder,876470,Tentlan,"Casual, City Builder, Strategy",,,,Lionmoon UG,Lionmoon UG,2.0,steamspy,254.0
City Builder,2169830,How a Retired Strategist Saved the Country,"Adventure, City Builder, RPG, Simulation, Strategy, Visual Novel",,,,tomadan,OTAKU Plan,2.0,steamspy,251.0
City Builder,1733110,Of Life and Land,"City Builder, Simulation, Strategy, Survival",,,,Kerzoven,"Metaroot, Kerzoven",13.0,steamspy,246.0
City Builder,1923690,Pocket League Story,"Casual, City Builder, Indie, Platformer, Simulation, Sports, Strategy",,,,"Kairosoft Co., Ltd","Kairosoft Co., Ltd",7.0,steamspy,245.0
City Builder,877080,Seeds of Resilience,"City Builder, Indie, Simulation, Strategy, Survival",,,,Subtle Games,"Goblinz Publishing, Maple Whispering Limited",1.0,steamspy,240.0
City Builder,832360,Hotel Magnate,"Casual, City Builder, Indie, Simulation, Strategy, Survival",,,,Arcade Oven,Arcade Oven,1.0,steamspy,237.0
City Builder,799240,My Free Farm 2,"Casual, City Builder, Simulation",,,,upjers,upjers,35.0,steamspy,225.0
City Builder,1573590,Colonize,"Action, Adventure, City Builder, Strategy, Survival",,,,Rembrosoft,CreativeForge Games,2.0,steamspy,188.0
City Builder,1158420,SimCasino,"Casual, City Builder, Simulation, Strategy",,,,LVGameDev LLC,LVGameDev LLC,9.0,steamspy,181.0
City Builder,2659050,Movies Tycoon,"City Builder, Simulation, Strategy",,,,PixelCraze s.r.o.,PixelCraze s.r.o.,5.0,steamspy,172.0
City Builder,2820130,Anno 1602 History Edition,"Action, City Builder, Simulation, Strategy",,,,Ubisoft Mainz,Ubisoft,16.0,steamspy,151.0
City Builder,2820140,Anno 1701 History Edition,"Action, City Builder, Simulation, Strategy",,,,Ubisoft Mainz,Ubisoft,21.0,steamspy,151.0
City Builder,844980,I Am Your President,"Casual, City Builder, Indie, Strategy, Visual Novel",,,,President,President,2.0,steamspy,150.0
City Builder,3058140,Desperate Place,"Adventure, City Builder, Indie, Shooter, Strategy, Survival, Tower Defense",,,,BruceGalaxy,BruceGalaxy,3.0,steamspy,150.0
City Builder,3265070,City Tales - Medieval Era,"City Builder, Indie, Simulation",,,,Irregular Shapes,Firesquid,0.0,steamspy,147.0
City Builder,517810,Caesar IV,"City Builder, Simulation, Strategy",,,,"Tilted Mill Entertainment, Inc.",Activision,28.0,steamspy,143.0
City Builder,365800,AdvertCity,"City Builder, Indie, Simulation, Strategy",,,,"VoxelStorm, Armchair Software","VoxelStorm, Armchair Software",0.0,steamspy,136.0
City Builder,2553050,Estate Agent Simulator,"Casual, City Builder, Racing, Simulation",,,,Kiki Games,Kiki Games,0.0,steamspy,130.0
City Builder,719730,Uptasia,"Adventure, Casual, City Builder, Puzzle, Simulation",,,,upjers,upjers,22.0,steamspy,120.0
City Builder,1273790,Empires and Tribes,"City Builder, RPG, Simulation, Strategy",,,,White Vertex Studios,White Vertex Studios,1.0,steamspy,117.0
City Builder,600420,Mob Rule Classic,"City Builder, Simulation, Strategy",,,,System 3,System 3,5.0,steamspy,112.0
Fighting,304390,FOR HONOR,"Action, Fighting, RPG, Strategy",,,,"Ubisoft Montreal, Ubisoft Quebec, Ubisoft Toronto, Blue Byte",Ubisoft,2849.0,steamspy,216499.0
Fighting,1790600,DRAGON BALL: Sparking! ZERO,"Action, Adventure, Fighting",,,,"Spike Chunsoft Co., Ltd.",Bandai Namco Entertainment,786.0,steamspy,120000.0
Fighting,629760,MORDHAU,"Action, Fighting, Indie, Survival",,,,Triternion,Triternion,450.0,steamspy,60204.0
Fighting,291550,Brawlhalla,"Action, Casual, Fighting, Indie, Platformer, Sports",,,,Blue Mammoth Games,Ubisoft,9877.0,steamspy,34169.0
Fighting,1384160,GUILTY GEAR -STRIVE-,"Action, Casual, Fighting",,,,Arc System Works,Arc System Works,1266.0,steamspy,30939.0
Fighting,2015270,Rotwood,"Action, Adventure, Fighting, RPG",,,,Klei Entertainment,Klei Entertainment,33.0,steamspy,28549.0
Fighting,208650,Batman: Arkham Knight,"Action, Adventure, Fighting, Horror, Puzzle, Strategy",,,,Rocksteady Studios,WB Games,1802.0,steamspy,25623.0
Fighting,389730,TEKKEN 7,"Action, Fighting, Sports",,,,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,475.0,steamspy,18766.0
Fighting,544750,SOULCALIBUR VI,"Action, Fighting",,,,"BANDAI NAMCO Studios Inc., Dimps Corporation",BANDAI NAMCO Entertainment,176.0,steamspy,14486.0
Fighting,1372280,MELTY BLOOD: TYPE LUMINA,"Action, Fighting, Sports, Visual Novel",,,,"FRENCH-BREAD, TYPE-MOON, Lasengle Inc., TAMSOFT CORPORATION, GameLoop Inc.",Lasengle Inc.,81.0,steamspy,13182.0
Fighting,202170,Sleeping Dogs,"Action, Adventure, Fighting, RPG, Shooter",,,,United Front Games,Square Enix,6.0,steamspy,12032.0
Fighting,844870,KurtzPel,"Action, Fighting, Massively Multiplayer",,,,KOG,KOG,12.0,steamspy,11878.0
Fighting,1742020,Idol Showdown,"Action, Fighting, Horror, Indie",,,,Besto Game Team,holo Indie,27.0,steamspy,10655.0
Fighting,1089090,ONE PIECE: PIRATE WARRIORS 4,"Action, Adventure, Fighting, RPG",,,,Koei Tecmo,BANDAI NAMCO Entertainment,307.0,steamspy,7222.0
Fighting,200260,Batman: Arkham City - Game of the Year Edition,"Action, Adventure, Fighting, Metroidvania",,,,Rocksteady Studios,WB Games,789.0,steamspy,6822.0
Fighting,272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,"Action, Adventure, Fighting, RPG",,,,"CyberConnect2 Co., Ltd.",BANDAI NAMCO Entertainment,7.0,steamspy,6782.0
Fighting,35140,Batman: Arkham Asylum Game of the Year Edition,"Action, Adventure, Fighting, Horror, Metroidvania, Puzzle",,,,Rocksteady Studios,WB Games,511.0,steamspy,6739.0
Fighting,2217000,Rivals of Aether II,"Action, Casual, Fighting, Indie, Platformer",,,,Aether Studios,"Aether Studios, offbrand games",599.0,steamspy,6708.0
Fighting,1602010,Persona 4 Arena Ultimax,"Action, Fighting, JRPG, RPG, Visual Novel",,,,"Arc System Works, ATLUS",SEGA,51.0,steamspy,5628.0
Fighting,45760,Ultra Street Fighter IV,"Action, Adventure, Fighting, Sports",,,,Capcom,Capcom,134.0,steamspy,5472.0
Fighting,578620,GORN,"Action, Fighting, Horror, Indie",,,,Free Lives,Devolver Digital,1.0,steamspy,5261.0
Fighting,1139900,Ghostrunner,"Action, Adventure, Fighting, Shooter, Strategy",,,,"One More Level, 3D Realms, Slipgate Ironworks™, All in! Games",505 Games,162.0,steamspy,5033.0
Fighting,674940,Stick Fight: The Game,"Action, Casual, Fighting, Indie, Shooter, Strategy",,,,Landfall West,Landfall,238.0,steamspy,5033.0
Fighting,394310,Punch Club,"Action, Fighting, RPG, Simulation, Sports",,,,Lazy Bear Games,tinyBuild,72.0,steamspy,4277.0
Fighting,310470,Grand Ages: Medieval,"City Builder, Fighting, Simulation, Strategy",,,,Gaming Minds Studios,Kalypso Media Digital,8.0,steamspy,4261.0
Fighting,331600,One Piece Pirate Warriors 3,"Action, Adventure, Fighting, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.",BANDAI NAMCO Entertainment,41.0,steamspy,4242.0
Fighting,278080,DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,"Action, Adventure, Casual, Fighting, JRPG, RPG, Strategy",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",160.0,steamspy,3851.0
Fighting,667890,Dead Maze,"Action, Adventure, Fighting, Massively Multiplayer, Survival",,,,Atelier 801,Atelier 801,46.0,steamspy,3819.0
Fighting,1163550,Captain Tsubasa: Rise of New Champions,"Action, Card & Board, Casual, Fighting, RPG, Sports",,,,TAMSOFT CORPORATION,BANDAI NAMCO Entertainment,47.0,steamspy,3630.0
Fighting,495910,Dungeon Fighter Online,"Action, Adventure, Fighting, Massively Multiplayer, RPG",,,,Neople,Neople,103.0,steamspy,3441.0
Fighting,1335200,Action Taimanin,"Action, Adventure, Fighting, RPG",,,,LiLith,Infini-Brain inc.,971.0,steamspy,3400.0
Fighting,418340,RWBY: Grimm Eclipse,"Action, Adventure, Fighting, Indie, RPG",,,,"Rooster Teeth Games, FarBridge",FarBridge,1.0,steamspy,3224.0
Fighting,1343240,Thymesia,"Action, Fighting, Horror, RPG",,,,OverBorder Studio,Team17,16.0,steamspy,3194.0
Fighting,2138710,Sifu,"Action, Adventure, Fighting, Indie, Roguelike",,,,Sloclap,"Sloclap, Kepler Interactive",248.0,steamspy,3136.0
Fighting,1329500,SpiderHeck,"Action, Fighting",,,,Neverjam,tinyBuild,36.0,steamspy,3011.0
Fighting,1123770,Curse of the Dead Gods,"Action, Adventure, Fighting, Horror, Indie, Roguelike",,,,Passtech Games,Focus Entertainment,43.0,steamspy,2971.0
Fighting,285900,Gang Beasts,"Casual, Fighting, Indie",,,,"Boneloaf, Rocket Science",Boneloaf,189.0,steamspy,2946.0
Fighting,511680,Fate/EXTELLA,"Action, Fighting, JRPG, RPG, Visual Novel",,,,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous Europe",6.0,steamspy,2938.0
Fighting,3027930,Karate Survivor,"Action, Casual, Fighting, Roguelike",,,,Alawar,Alawar,9.0,steamspy,2923.0
Fighting,383980,Rivals of Aether,"Action, Fighting, Indie, Platformer",,,,Aether Studios,Aether Studios,366.0,steamspy,2828.0
Fighting,311730,DEAD OR ALIVE 5 Last Round: Core Fighters,"Action, Fighting",,,,"Team NINJA, KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",44.0,steamspy,2738.0
Fighting,654990,Dude Simulator,"Action, Adventure, Fighting, Indie, Shooter, Simulation",,,,Kiddy,Kiddy,2.0,steamspy,2571.0
Fighting,237310,Elsword,"Action, Adventure, Casual, Fighting, Massively Multiplayer, Platformer, RPG",,,,KOG,KOG Games,179.0,steamspy,2524.0
Fighting,240460,WWE 2K15,"Action, Casual, Fighting, Simulation, Sports",,,,"YUKE’S Co., Ltd.",2K,2.0,steamspy,2316.0
Fighting,2076010,UNDER NIGHT IN-BIRTH II Sys:Celes,"Action, Fighting",,,,"FRENCH-BREAD, Arc System Works",Arc System Works,147.0,steamspy,2165.0
Fighting,94400,Nidhogg,"Action, Fighting, Indie, Platformer, Sports",,,,Messhof,Messhof,10.0,steamspy,2136.0
Fighting,838380,DEAD OR ALIVE 6,"Action, Fighting, Sports",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",51.0,steamspy,2095.0
Fighting,627270,Injustice 2,"Action, Fighting",,,,"NetherRealm Studios, QLOC",WB Games,181.0,steamspy,2093.0
Fighting,2634890,MARVEL vs. CAPCOM Fighting Collection: Arcade Classics,"Action, Fighting",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",106.0,steamspy,2019.0
Fighting,576480,Drunken Fight Simulator,"Action, Fighting, Indie, Simulation",,,,Volens Nolens Games,Volens Nolens Games,0.0,steamspy,2019.0
Fighting,411370,Melty Blood Actress Again Current Code,"Action, Fighting, Sports, Visual Novel",,,,FRENCH-BREAD,Arc System Works,16.0,steamspy,2015.0
Fighting,486780,Fruit Ninja VR,"Action, Casual, Fighting, Simulation, Sports",,,,Halfbrick Studios Pty Ltd,Halfbrick Studios Pty Ltd,2.0,steamspy,1967.0
Fighting,597170,Clone Drone in the Danger Zone,"Action, Fighting, Indie, Survival",,,,Doborog Games,Doborog Games,184.0,steamspy,1921.0
Fighting,357190,ULTIMATE MARVEL VS. CAPCOM 3,"Action, Fighting, Horror",,,,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",124.0,steamspy,1706.0
Fighting,716710,東方憑依華　～ Antinomy of Common Flowers.,"Action, Fighting, Indie",,,,黄昏フロンティア,"SUNFISH Co., Ltd.",3.0,steamspy,1442.0
Fighting,383840,Nimbatus - The Space Drone Constructor,"Action, Adventure, Fighting, Puzzle, Sports, Strategy, Survival",,,,Stray Fawn Studio,"Stray Fawn Publishing, WhisperGames",6.0,steamspy,1310.0
Fighting,758330,Shenmue I & II,"Action, Adventure, Fighting, JRPG, RPG, Simulation",,,,D3T,SEGA,17.0,steamspy,1280.0
Fighting,755500,ONE PIECE World Seeker,"Action, Adventure, Fighting, JRPG, RPG",,,,"GANBARION Co., Ltd.",BANDAI NAMCO Entertainment,17.0,steamspy,1213.0
Fighting,512250,Oh...Sir!! The Insult Simulator,"Casual, Fighting, Indie, Simulation, Strategy",,,,Vile Monarch,Good Shepherd Entertainment,2.0,steamspy,1181.0
Fighting,571260,THE KING OF FIGHTERS XIV STEAM EDITION,"Action, Fighting",,,,"SNK CORPORATION, Abstraction Games",SNK CORPORATION,9.0,steamspy,1173.0
Fighting,2955840,Kitchen Wars,"Action, Casual, Fighting, Shooter",,,,Silent Owl,"Perfect Gen, GrabTheGames",56.0,steamspy,1130.0
Fighting,411830,SENRAN KAGURA SHINOVI VERSUS,"Action, Fighting, JRPG, RPG",,,,Tamsoft,"XSEED Games, Marvelous USA, Inc., Marvelous",7.0,steamspy,1017.0
Fighting,577940,Killer Instinct,"Action, Adventure, Fighting, Horror",,,,Iron Galaxy Studios,Xbox Game Studios,25.0,steamspy,823.0
Fighting,347630,16 Bit Arena,"Action, Card & Board, Casual, Fighting, Indie, Massively Multiplayer, RPG, Strategy",,,,islesofciphar.com,16bitarena.com,0.0,steamspy,799.0
Fighting,2360210,Rune Coliseum,"Action, Card & Board, Fighting, RPG, Sports, Strategy",,,,Rafale Software,Rafale Software,2.0,steamspy,766.0
Fighting,1390410,Midnight Fight Express,"Action, Fighting, Indie",,,,Jacob Dzwinel,Humble Games,10.0,steamspy,765.0
