appid,name,publisher_main,SampledGenre,game_revenue,publisher_revenue
371510,Gunnheim,First release date: Sat Aug 01 2015,Survival,$21.3k ($10.6k - $32k),ERROR
387990,Scrap Mechanic,Axolot Games,Survival,$42.7m ($28.9m - $56.6m),$276.7m
1864880,Roman Triumph: Survival City Builder,Forklift Interactive,Survival,$572.3k ($377.8k - $766.9k),$7.2m
340810,Deepworld,Bytebin,Survival,0,$0 
1548850,Six Days in Fallujah,Victura,Survival,$22.9m ($17.2m - $28.7m),$22.9m
1281590,The Dark Pictures Anthology: House of Ashes,BANDAI NAMCO Entertainment Europe,Survival,$8m ($5.1m - $11m),$29.9m
1546860,Saiko no sutoka,Habupain,Survival,$371.7k ($200.8k - $542.7k),$394.4k
2942700,Seed of Heroes,Sekai Project,Survival,$119.7k ($73.1k - $166.3k),$39.2m
1334040,Paper Dolls 2 纸人贰,"Beijing Litchi Culture Media Co., Ltd.",Survival,$1.5m ($895.4k - $2.1m),$4.5m
263540,Villagers and Heroes,Mad Otter Games,Survival,$162.7k ($106.6k - $218.8k),$216.1k
365670,Blender,,Survival,0,ERROR
1325860,VTube Studio,,Survival,0,ERROR
533780,Zombie Defense,Home Net Games,Survival,$2k ($1.2k - $2.8k),$440.6k
253250,Stonehearth,(none),Survival,$8.8m ($5.5m - $12.1m),$8.8m
1113010,Chornobyl Liquidators,Frozen Way,Survival,$210.6k ($142.9k - $278.4k),$3.9m
355680,Overland,Finji,Survival,$309.5k ($205.6k - $413.5k),$24.5m
1944790,Train Sim World 3,Dovetail Games - TSW,Survival,$5.9m ($3.6m - $8.2m),$31.1m
21090,F.E.A.R.,Warner Bros. Games,Survival,$1.4m ($791.9k - $2m),$882.3m
960980,Apsulov: End of Gods,Angry Demon Studio,Survival,$466.7k ($319.9k - $613.4k),$799.8k
1713810,Lumencraft,Star Drifters,Survival,$1.2m ($720.3k - $1.8m),$2.6m
739720,Penkura,LionsArt,Survival,$61.2k ($38.7k - $83.6k),$61.2k
1771990,Nyaaaanvy,Phoenixx Inc.,Survival,$10k ($7.1k - $12.8k),$2m
294420,7 Days to Die Dedicated Server,First release date: Mon Jun 01 2020,Survival,0,ERROR
634160,Cattails | Become a Cat!,Falcon Development,Survival,$754.9k ($497k - $1m),$1.2m
2459490,This Grand Life 2,Poking Water Games,Survival,$212k ($140.1k - $283.8k),$355.4k
41700,S.T.A.L.K.E.R.: Call of Pripyat,GSC Game World,Survival,$16.9m ($10.6m - $23.2m),$20.1m
1363430,Propagation VR,WanadevStudio,Survival,$42.4k ($25.2k - $59.7k),$4m
1168690,HELLSEED: All Chapters,Profenix Studio SRLS,Survival,$48.9k ($22.5k - $75.2k),$48.9k
2622380,ELDEN RING NIGHTREIGN,"FromSoftware, Inc.",Survival,$120.7m ($77.8m - $163.6m),$1.3b
710230,Urban Strife,MicroProse Software,Survival,$251.3k ($170.5k - $332.1k),$43.6m
632360,Risk of Rain 2,Gearbox Publishing,Survival,$153.6m ($102.5m - $204.7m),$259.9m
251270,Corpse Party,XSEED Games,Survival,$648.6k ($476k - $821.1k),$125.7m
306020,Bloons TD 5,Ninja Kiwi,Survival,$3.3m ($2.3m - $4.3m),$64.7m
251410,Dark Matter,Iceberg Interactive,Survival,$56.7k ($35.8k - $77.7k),$34.2m
519190,Next Day: Survival,Last Level,Survival,$2.4m ($1.6m - $3.2m),$2.4m
666570,Infectonator 3: Apocalypse,Armor Games Studios,Survival,$646.4k ($445.6k - $847.1k),$20.7m
333640,Caves of Qud,Kitfox Games,Survival,$6.9m ($5.1m - $8.7m),$38.9m
951240,Obenseuer,Loiste Interactive,Survival,$400.1k ($282.7k - $517.6k),$1.1m
884660,CRSED: F.O.A.D.,Gaijin Network Ltd,Survival,$231.7k ($140k - $323.4k),$516.7m
513000,KUBOOM,nobodyshot,Survival,$11.1k ($6.3k - $15.9k),$14.7k
383180,Dead Island: Riptide Definitive Edition,Deep Silver,Survival,$3.5m ($1.8m - $5.2m),$567.3m
753610,J.A.W.S,Corn Fed Games,Survival,0,ERROR
733460,First Feudal,Harpoon Games,Survival,$437.2k ($317.1k - $557.3k),$437.2k
515040,Make America Great Again: The Trump Presidency,Three Guys Game Studio,Survival,$197.9k ($126.7k - $269.2k),$204.1k
1621690,Core Keeper,Fireshine Games,Survival,$42m ($26.6m - $57.4m),$67m
720250,Welcome to the Game II,Reflect Studios,Survival,$1.4m ($978.9k - $1.8m),$2.5m
555570,Infestation: The New Z,OP Productions LLC,Survival,$1.8m ($1.3m - $2.2m),$1.8m
750920,Shadow of the Tomb Raider: Definitive Edition,Crystal Dynamics,Survival,$41.1m ($27.3m - $54.8m),$244.2m
1943950,Escape the Backrooms,Secret Mode,Survival,$44.4m ($30.1m - $58.7m),$74.1m
754050,Bomb Bots Arena,Tiny Roar,Survival,0,$0 
1150440,Aliens: Dark Descent,Focus Entertainment,Survival,$11m ($7.8m - $14.1m),$728.4m
1232130,"BEAR, VODKA, STALINGRAD!",Rabotiagi games,Survival,$60.2k ($16.7k - $103.7k),$174k
957660,Catizens,HeroCraft PC,Survival,$89.3k ($51.6k - $127.1k),$3.8m
676840,Contagion VR: Outbreak,"Monochrome, Inc",Survival,$395.6k ($223.1k - $568.1k),$397.6k
1284190,The Planet Crafter,Miju Games,Survival,$29.4m ($21.4m - $37.4m),$29.3m
623320,Button Button Up!,Centrosphere Games,Survival,$18.6k ($9.3k - $27.9k),$18.6k
274520,Darkwood,Acid Wizard Studio,Survival,$7.8m ($5.4m - $10.2m),$7.8m
1270580,Mind Over Magic,Klei Publishing,Survival,$4.8m ($3.3m - $6.4m),$8.5m
1881610,江湖客栈-The Jianghu,Path,Survival,$211.7k ($100.3k - $323.1k),$211.7k
413410,Danganronpa: Trigger Happy Havoc,"Spike Chunsoft Co., Ltd.",Survival,$13.6m ($9.9m - $17.3m),$94.5m
921800,Encased: A Sci-Fi Post-Apocalyptic RPG,Prime Matter,Survival,$1.6m ($1m - $2.2m),$76.6m
314970,Age of Conquest IV,Noble Master LLC,Survival,$8.2k ($5.5k - $10.8k),$17.6k
429540,Prime World: Defenders 2,Nival,Survival,$69.7k ($37.7k - $101.7k),$2.5m
2617400,Minimalist Tower Defense,Happy213,Survival,$250k ($167.4k - $332.6k),$250k
2077650,Amok Runner,Gamedeus,Survival,$49.7k ($27.2k - $72.1k),$49.7k
2508890,Etaine: Magic Survivor / 伊泰恩：魔法幸存者,TEMagicGames,Survival,$17.1k ($9.9k - $24.4k),$17.1k
1492070,Sker Ritual,Wales Interactive,Survival,$4.8m ($3m - $6.6m),$12.7m
1944430,Amnesia: The Bunker,Frictional Games,Survival,$4.3m ($3.1m - $5.4m),$30.8m
2075580,Under A New Sun,New Horizon Games,Survival,$121.5k ($79.2k - $163.7k),$121.5k
1203180,Breakwaters: Crystal Tides,Soaring Pixels Games,Survival,$361k ($226.4k - $495.6k),$360.9k
903950,Last Oasis,Donkey Crew,Survival,$10.5m ($6.8m - $14.3m),$25.5m
384110,Pathologic Classic HD,Good Shepherd Entertainment,Survival,$454.1k ($296.5k - $611.7k),$91m
1234430,Ad Infinitum,Nacon,Survival,$396.4k ($267.5k - $525.4k),$157.6m
997380,The Sapling,Wessel Stoop,Survival,$535.6k ($367.6k - $703.6k),$536.7k
2231300,Dodgy Deliveries,Deliver Games,Survival,$1k ($571 - $1.5k),$3.1k
2835110,Sea Fantasy,METASLA,Survival,$239.4k ($168.3k - $310.5k),$239.4k
427190,DEAD RISING,Capcom,Survival,$3.9m ($2.3m - $5.4m),$248m
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,Survival,$10.1m ($7.5m - $12.6m),$10.1m
2794610,Massacre At The Mirage,Assemble Entertainment,Survival,$61.9k ($37.5k - $86.2k),$24.3m
427410,Abiotic Factor,Playstack,Survival,$27m ($18.7m - $35.3m),$116.8m
980940,My Little Blacksmith Shop,Noble Games Studio,Survival,$321.5k ($190.5k - $452.4k),$321.1k
375320,Colortone,Valkyrie Initiative,Survival,$17.7k ($7.2k - $28.1k),$2.8m
317780,Eternal Fate,,Survival,0,ERROR
843380,Super Animal Royale,Pixile,Survival,$5.4m ($3.4m - $7.4m),$5.4m
714370,LEFT ALIVE,Square Enix,Survival,$530.6k ($325.4k - $735.8k),$1b
1660080,Aloft,Funcom,Survival,$5.1m ($3.2m - $7.1m),$198.2m
2292800,Blacksmith Master,Hooded Horse,Survival,$2m ($1.3m - $2.7m),$205m
1729140,Hired 2 Die,Electric Monkeys,Survival,$139.7k ($86.1k - $193.2k),$140.7k
671800,Run!ZombieFood!,VirusSea,Survival,$596.5k ($388.6k - $804.4k),$655.6k
15400,Harvest: Massive Encounter,Oxeye Game Studio,Tower Defense,$127.1k ($81.8k - $172.4k),$127.1k
1197260,The Perfect Tower II,Fire Sword Studios,Tower Defense,$1.1k ($821 - $1.4k),$1.1k
688420,Bad North: Jotunn Edition,Raw Fury,Tower Defense,$4.7m ($3.1m - $6.3m),$99.5m
1035510,Ultimate Zombie Defense,Terror Dog Studio,Tower Defense,$437.5k ($223.5k - $651.4k),$749.6k
1252780,Bloons Monkey City,Ninja Kiwi,Tower Defense,$216.7k ($136.7k - $296.6k),$64.7m
18500,Defense Grid: The Awakening,Hidden Path Entertainment,Tower Defense,$1.8m ($1.2m - $2.4m),$3.1m
630140,Sky Clash: Lords of Clans 3D,Absolutist Ltd.,Tower Defense,$54.6k ($37.2k - $72k),$141.4k
371140,Aegis Defenders,Humble Games,Tower Defense,$825.7k ($357.6k - $1.2m),$202.5m
2940990,Maze Keeper,Spaceward Games,Tower Defense,$39.9k ($24.5k - $55.3k),$39.8k
2187290,Wall World,Alawar,Tower Defense,$2m ($1.3m - $2.6m),$13.3m
422900,Particle Fleet: Emergence,Knuckle Cracker,Tower Defense,$717.3k ($482.3k - $952.3k),$9.1m
1127110,Outpost,Open Mid Interactive,Tower Defense,$7.4k ($3.3k - $11.4k),$11.8k
454870,Magic Quest,Stereo7 Games,Tower Defense,$4.1k ($2k - $6.2k),$32.4k
1758920,Witch Explorer,Pico Games,Tower Defense,$28.3k ($18k - $38.7k),$95.2k
371460,Gnumz: Masters of Defense,8Floor,Tower Defense,$7.5k ($4k - $11k),$3.8m
492290,Has-Been Heroes,GameTrust Games,Tower Defense,$458.8k ($301.2k - $616.3k),$804.4k
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,Tower Defense,$10.1m ($7.5m - $12.6m),$10.1m
2086680,Castle Craft,Astra Logical,Tower Defense,$311.3k ($210k - $412.6k),$2.5m
35480,Dwarfs!?,Tripwire Interactive,Tower Defense,$284.2k ($135k - $433.4k),$237.9m
1252680,SENTRY,Fireblade Software,Tower Defense,$427.5k ($304.6k - $550.4k),$1.4m
2617400,Minimalist Tower Defense,Happy213,Tower Defense,$250k ($167.4k - $332.6k),$250k
880580,YORG.io,tobspr Games,Tower Defense,$124.1k ($55.6k - $192.6k),$16.2m
2400770,Dungeon Tycoon,Goblinz Publishing,Tower Defense,$896.9k ($622.1k - $1.1m),$29.1m
1983970,Affogato,Spiral Up Games,Tower Defense,$362.1k ($243.2k - $481k),$32.8m
2455610,Japanese Castle Defense : Zundamon Castle,KC Project,Tower Defense,$23.2k ($12.8k - $33.6k),$23.2k
2322440,METAL SLUG ATTACK RELOADED,SNK CORPORATION,Tower Defense,$282.5k ($180.5k - $384.5k),$35.7m
3001330,Forest Heroes,Hoochoo Game Studios,Tower Defense,$59.2k ($41.5k - $76.9k),$902.1k
618610,Endless Horde,Ominous Entertainment,Tower Defense,$10.6k ($5.7k - $15.5k),$27.3k
458710,Kingdom Rush Frontiers - Tower Defense,Ironhide Game Studio,Tower Defense,$3m ($2m - $3.9m),$28.7m
291170,Royal Defense,8Floor,Tower Defense,$22.1k ($12k - $32.1k),$3.8m
644930,They Are Billions,Numantian Games,Tower Defense,$44.5m ($32.5m - $56.4m),$44.9m
1461910,Rogue Command,feneq,Tower Defense,$188k ($127.4k - $248.6k),$187.8k
1269690,Attack on Toys,N7T-GAMES,Tower Defense,$168.7k ($108.4k - $229k),$168.4k
91200,Anomaly: Warzone Earth,11 bit studios,Tower Defense,$1.7m ($343.7k - $3m),$176.1m
1896390,Stickman Trenches,Big Play Games,Tower Defense,$273.1k ($170.4k - $375.8k),$394.3k
698540,Dungeon Warfare 2,Valsar,Tower Defense,$635.5k ($367.3k - $903.8k),$960.9k
1272320,Diplomacy is Not an Option,Door 407,Tower Defense,$13.2m ($8.7m - $17.7m),$13.3m
296490,GemCraft - Chasing Shadows,Armor Games Studios,Tower Defense,$883.6k ($580.8k - $1.1m),$20.7m
2280540,Last Saintess,eTIRUe,Tower Defense,$56k ($34.4k - $77.6k),$693.8k
1426450,Age of Darkness: Final Stand,PlaySide,Tower Defense,$5.9m ($4m - $7.7m),$7.1m
356310,METAL SLUG DEFENSE,SNK CORPORATION,Tower Defense,$27k ($18.9k - $35.1k),$35.7m
2239150,Thronefall,GrizzlyGames,Tower Defense,$8.8m ($5.8m - $11.9m),$9.7m
449710,REDCON,Hexage,Tower Defense,$156.5k ($96.2k - $216.7k),$352.9k
2118250,Kitchen Crisis,Team Samoyed,Tower Defense,$140.8k ($98.8k - $182.9k),$3.2m
294020,Merchants of Kaidan,Forever Entertainment S. A.,Tower Defense,$346.1k ($172.2k - $519.9k),$4.5m
270010,Time Rifters,First release date: Tue Oct 21 2014,Tower Defense,$156.2k ($107.9k - $204.4k),ERROR
2655590,Kingdom's Deck,Rogue Duck Interactive,Tower Defense,$207.9k ($140k - $275.9k),$5.2m
3226530,Tower Dominion,Parallel 45 Games,Tower Defense,$2.8m ($2m - $3.7m),$2.8m
2051440,Guardener,Sokpop Collective,Tower Defense,$20.6k ($8.8k - $32.4k),$11.5m
221540,DG2: Defense Grid 2,Hidden Path Entertainment,Tower Defense,$1.3m ($853.6k - $1.8m),$3.1m
2186360,IDUN - Frontline Survival,Surefire.Games,Tower Defense,$321.7k ($233.4k - $410k),$27.8m
1647420,GROSS,hangry owl games,Tower Defense,$123.6k ($75.7k - $171.5k),$123.5k
543900,METAL GEAR SURVIVE,KONAMI,Tower Defense,$5m ($3.3m - $6.7m),$639.8m
2296550,Axon TD: Uprising - Tower Defense,Element Studios,Tower Defense,$680.6k ($438.8k - $922.4k),$3.4m
275670,Space Run,Focus Entertainment,Tower Defense,$1.5m ($1.1m - $1.9m),$728.4m
294750,Anomaly Defenders,11 bit studios,Tower Defense,$74.1k ($41.4k - $106.8k),$176.1m
1174720,SwarmZ,Mutiny Software,Tower Defense,$75.9k ($40.9k - $110.8k),$160.6k
3585310,KUNKUN Defender 2,Seal,Tower Defense,$19.9k ($11.9k - $27.9k),$112.8k
457730,Mushroom Wars 2,Azur Games,Tower Defense,$356.7k ($222.1k - $491.2k),$512.9k
450850,Cube Land Arena,SC Jogos,Tower Defense,$4.5k ($2.4k - $6.6k),$762.8k
218410,Defender's Quest: Valley of the Forgotten (DX edition),Level Up Labs,Tower Defense,$1m ($789.2k - $1.3m),$1m
243780,PixelJunk Monsters Ultimate,Double Eleven,Tower Defense,$357k ($145.8k - $568.1k),$684.8k
408410,X-Morph: Defense,EXOR Studios,Tower Defense,$679.2k ($408.7k - $949.6k),$19.9m
319760,Oh My Gore!,Daedalic Entertainment,Tower Defense,$22.5k ($12.5k - $32.6k),$159.9m
272470,The Incredible Adventures of Van Helsing II,NeocoreGames,Tower Defense,$1.5m ($879.9k - $2.2m),$38.8m
1487680,Broken Universe - Tower Defense,Jinthree Studio,Tower Defense,$92.4k ($59k - $125.8k),$92.4k
239220,The Mighty Quest For Epic Loot,,Tower Defense,0,ERROR
2800900,Rift Riff,Adriaan de Jongh,Tower Defense,$62.4k ($45k - $79.7k),$1.5m
249050,Dungeon of the ENDLESS,AMPLITUDE Studios,Tower Defense,$4.7m ($2.4m - $7.1m),$86.3m
3179730,Deck of Haunts,DANGEN Entertainment,Tower Defense,$435.7k ($320.5k - $550.8k),$26.4m
2381740,Hexguardian,Yogscast Games,Tower Defense,$339.3k ($235.9k - $442.7k),$37.9m
780310,The Riftbreaker,EXOR Studios,Tower Defense,$19.3m ($12.5m - $26m),$19.9m
2223590,2112TD: Tower Defense Survival,Refinery Games,Tower Defense,$63.6k ($43.2k - $83.9k),$63.6k
1377380,Night of the Dead,Jackto Studios,Tower Defense,$9.3m ($6.7m - $11.9m),$9.3m
1522820,Orcs Must Die! 3,Robot Entertainment,Tower Defense,$16.4m ($10m - $22.7m),$25.8m
2390480,Beach Invasion 1945 - Pacific,AIx2 Games,Tower Defense,$101.5k ($66.2k - $136.8k),$458.4k
1566690,Outpost: Infinity Siege,Lightning Games,Tower Defense,$5.5m ($3.4m - $7.5m),$85.3m
2751050,clickyland,Sokpop Collective,Tower Defense,$158.3k ($103.8k - $212.8k),$11.5m
989690,Conan Unconquered,Funcom,Tower Defense,$953.2k ($649.7k - $1.2m),$198.2m
325860,Fat Chicken,Relevant Games,Tower Defense,$11.4k ($5.5k - $17.4k),$11.4k
1167320,Artificial Extinction,100Hr Games Inc,Tower Defense,$114k ($44.3k - $183.7k),$114k
2361460,Toy Shire,Catoptric Games,Tower Defense,$263.8k ($176.9k - $350.7k),$1.2m
2647230,HoloParade,holo Indie,Tower Defense,$406.7k ($236.6k - $576.8k),$1.3m
1516750,Alien Marauder,Vexan Studio,Tower Defense,$145.6k ($84.9k - $206.4k),$145.6k
3303150,Endless Defense: Survival,New Folder,Tower Defense,$2.5k ($1.5k - $3.6k),$2.5k
1227780,Taur,Echo Entertainment,Tower Defense,$1.3m ($855k - $1.7m),$1.3m
1286580,Ship of Fools,Team17,Tower Defense,$5.2m ($3.2m - $7.2m),$491.6m
643960,Cursed Treasure 2,Armor Games Studios,Tower Defense,$63.7k ($34.7k - $92.7k),$20.7m
115120,Iron Brigade,Double Fine Productions,Tower Defense,$326.8k ($203.6k - $449.9k),$21.4m
1101360,Rock of Ages 3: Make & Break,Maximum Entertainment,Tower Defense,$1.1m ($671k - $1.7m),$32.3m
248390,Craft The World,Dekovir Ltd,Tower Defense,$6.9m ($5m - $8.9m),$6.9m
2182630,Mob Factory,LiterallyEveryone Games,Tower Defense,$414.6k ($272.1k - $557.1k),$414.4k
498660,Mind Spheres,SA Industry,Tower Defense,$37k ($21k - $53k),$4m
201790,Orcs Must Die! 2,Robot Entertainment,Tower Defense,$4.7m ($992k - $8.4m),$25.8m
1482910,Idle Monster TD,Swell Games LLC,Tower Defense,$28.1k ($14.9k - $41.3k),$1.2m
2512930,Guardians of the Sanctree,HuCang Studio,Tower Defense,$306.2k ($189.2k - $423.2k),$309.3k
236110,Dungeon Defenders II,Chromatic Games,Tower Defense,$21.7m ($15.8m - $27.6m),$43.2m
40970,Stronghold Crusader HD (2012),Firefly Studios,Tower Defense,$2.1m ($1.2m - $3.1m),$45.4m
352070,Fort Meow,Upper Class Walrus,Tower Defense,$53.2k ($22k - $84.4k),$72k
3098750,Dino Market,Fuz Games,Tower Defense,$3.4k ($1.4k - $5.3k),$4k
1400870,When The Night Comes,Lunaris Games,Visual Novel,$87.1k ($62.4k - $111.8k),$159.8k
1950570,Tales from Toyotoki: Arrival of the Witch (The witch of the Ihanashi),Fragaria,Visual Novel,$142.5k ($71.8k - $213.3k),$262.9k
2267810,Locke(d),KigyoDev,Visual Novel,0,$2.6k
943980,The logic of the miniature garden,SakuraGame,Visual Novel,$82.7k ($48.2k - $117.3k),$3.9m
1158850,The Great Ace Attorney Chronicles,"CAPCOM Co., Ltd.",Visual Novel,$7.1m ($4.2m - $9.9m),$1.8b
1691970,Danganronpa S: Ultimate Summer Camp,"Spike Chunsoft Co., Ltd.",Visual Novel,$359.2k ($209.8k - $508.6k),$94.5m
1111380,ROBOTICS;NOTES ELITE,"Spike Chunsoft Co., Ltd.",Visual Novel,$349.6k ($188.3k - $510.9k),$94.5m
31840,Nancy Drew: Danger on Deception Island,HeR Interactive,Visual Novel,$131.8k ($60.7k - $202.8k),$3.1m
3099660,Love is All Around: Echoes of Yesterday,intiny,Visual Novel,$486k ($348.6k - $623.4k),$19.6m
2865590,Sister's Curriculum,WAZAZAK,Visual Novel,$36.7k ($25.8k - $47.5k),$37.3k
871980,Digimon Survive,Bandai Namco Entertainment Inc.,Visual Novel,$2.7m ($1.7m - $3.8m),$237.1m
3084280,Threefold Recital,indienova,Visual Novel,$578.9k ($357.2k - $800.6k),$41.5m
2673490,Seifuku Kanojo,HIKARI PULSE,Visual Novel,$350.8k ($215.3k - $486.3k),$545.2k
1126310,风信楼,Pingfang Games,Visual Novel,$638.9k ($458.4k - $819.3k),$638.9k
889510,SENRAN KAGURA Burst Re:Newal,XSEED Games,Visual Novel,$1.6m ($958.1k - $2.2m),$125.7m
1007350,Mirror Maker,Paradise Project,Visual Novel,$65.8k ($35.6k - $96k),$3m
2544570,LumineNight,Spickasoft,Visual Novel,$106.7k ($66.8k - $146.6k),$106.7k
990050,Death end re;Quest,Idea Factory International,Visual Novel,$1.5m ($1m - $2m),$37.9m
2786100,皎月坠落之时,糕薯科技,Visual Novel,$48.5k ($28.4k - $68.6k),$229.5k
359390,Amnesia: Memories,Idea Factory International,Visual Novel,$708.2k ($502.2k - $914.2k),$37.9m
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation,Idea Factory,Visual Novel,$1.2m ($815.3k - $1.6m),$2.7m
745960,A Sky Full of Stars 仰望夜空的星辰,MoeNovel,Visual Novel,$207k ($121k - $293k),$1.6m
1213300,Rebellion GODSOUL: Awakening,U-Secret Studio,Visual Novel,$1.3m ($798k - $1.8m),$1.3m
2803810,Rebirth! New Lover,次元边界,Visual Novel,$66.1k ($38.9k - $93.3k),$135k
844980,I Am Your President,President,Visual Novel,$147.7k ($106.9k - $188.6k),$147.7k
305490,Heileen 3: New Horizons,Winter Wolves,Visual Novel,$96.8k ($19.8k - $173.7k),$2.1m
2396980,Fate/stay night REMASTERED,Aniplex Inc.,Visual Novel,$2.8m ($1.9m - $3.7m),$14.6m
2153330,Otome * Domain,Shiravune,Visual Novel,$274.1k ($193k - $355.2k),$15.2m
1829980,Café Stella and the Reaper's Butterflies,NekoNyan Ltd.,Visual Novel,$2.8m ($1.8m - $3.9m),$29.8m
1034850,Best Friend Forever,Alliance,Visual Novel,$84.4k ($57k - $111.7k),$375.1k
2715590,TryAndLove,MYSTERY CROWN,Visual Novel,$32.4k ($20.6k - $44.3k),$200k
1811950,The Legend of Heroes: Kuro no Kiseki,Clouded Leopard Entertainment,Visual Novel,$1.3m ($932.3k - $1.8m),$15m
844950,Eternal Fantasy,SakuraGame,Visual Novel,$9k ($1.8k - $16.2k),$3.9m
733340,Hakuoki: Edo Blossoms,Idea Factory International,Visual Novel,$252.3k ($169.2k - $335.3k),$37.9m
3069120,Love Curse: Find Your Soulmate,Xso,Visual Novel,$442.2k ($280.1k - $604.4k),$442.8k
423550,Day D: Tower Rush,8Floor,Visual Novel,$7.3k ($4.4k - $10.3k),$3.8m
1207650,Suzerain,Torpor Games,Visual Novel,$2.5m ($1.3m - $3.7m),$2.5m
1812090,Escape Academy,iam8bit Presents,Visual Novel,$1.6m ($805.9k - $2.5m),$1.7m
2812850,Love Chase,Topgame,Visual Novel,$59.3k ($38.4k - $80.2k),$59.3k
2302140,q.u.q.,Nikita Kryukov,Visual Novel,$33.9k ($19.3k - $48.5k),$1.9m
1272160,The Life and Suffering of Sir Brante,101XP,Visual Novel,$2.4m ($1.7m - $3.2m),$3.9m
1246020,NOeSIS_诉说谎言记忆物语,Hikare 个人汉化,Visual Novel,0,$0 
551520,Last Days of Spring 2,Sapphire Dragon Productions,Visual Novel,$22.1k ($4.4k - $39.8k),$173.3k
576400,Elisa: the Innkeeper,Neoclassic Games,Visual Novel,$65.6k ($36k - $95.3k),$150.2k
2591380,Irotoridori No Sekai HD - The Colorful World,NekoNyan Ltd.,Visual Novel,$91k ($51.8k - $130.3k),$29.8m
2786680,"Knowledge, or know Lady",蒸汽满满工作室,Visual Novel,$2.5m ($1.5m - $3.5m),$2.5m
2089600,Urban Myth Dissolution Center,SHUEISHA GAMES,Visual Novel,$1.5m ($1m - $2.1m),$1.6m
1310990,Bishojo Mangekyo Kotowari to Meikyu no Shojo,Seikei Production,Visual Novel,$1.3m ($779.7k - $1.8m),$1.6m
724250,Princess Maker 5,Bliss Brain,Visual Novel,$562.3k ($334.6k - $790.1k),$1.9m
322630,Mind Zero,Aksys Games,Visual Novel,$57.5k ($30.5k - $84.6k),$2.5m
2515070,AQUARIUM,"ENTERGRAM, INC.",Visual Novel,$166.4k ($99.6k - $233.1k),$166.4k
1003520,Hentai Crush,Mature Games,Visual Novel,$158.7k ($79.3k - $238k),$416.9k
326480,If My Heart Had Wings,MoeNovel,Visual Novel,$934.3k ($601k - $1.2m),$1.6m
1259430,First Snow,Studio Élan,Visual Novel,0,$804.4k
2903160,Midori no Kaori,TheLaba,Visual Novel,$143.8k ($96.9k - $190.8k),$142.2k
2449160,While Waiting,Optillusion,Visual Novel,$285.7k ($180.6k - $390.8k),$285.1k
2302660,Homicipher,Gamirror Games,Visual Novel,$1.7m ($1m - $2.4m),$118.8m
1879380,Paper Bride 2 Zangling Village,HeartBeat Plus,Visual Novel,$290.6k ($191.1k - $390.1k),$1.7m
2458530,魔女的夜宴,HIKARI FIELD,Visual Novel,$5.5m ($3.5m - $7.4m),$46.9m
809890,Shining Resonance Refrain,SEGA,Visual Novel,$1.4m ($916.9k - $2m),$1.6b
347620,Gaokao.Love.100Days,NVLMaker,Visual Novel,$1.9m ($1.2m - $2.6m),$6.2m
1424660,9-nine-:Episode 4,Sekai Project,Visual Novel,$286.1k ($179.9k - $392.3k),$39.2m
1202310,Sakura Succubus,Winged Cloud,Visual Novel,$128.6k ($80.9k - $176.3k),$6.3m
2983140,Trials of Innocence,猫龙游戏,Visual Novel,$282.6k ($173.9k - $391.4k),$283.9k
1494470,BUSTAFELLOWS,PQube,Visual Novel,$740.2k ($440.1k - $1m),$20.1m
1336600,Cabin Fever,Sad Panda Studios,Visual Novel,$86.9k ($53.3k - $120.6k),$35.4m
644560,Mirror,Paradise Project,Visual Novel,$3m ($1.5m - $4.5m),$3m
491950,Orwell: Keeping an Eye On You,Daedalic Entertainment,Visual Novel,$2m ($1.2m - $2.8m),$159.9m
622060,XOXO Droplets,GB Patch Games,Visual Novel,$24.3k ($14.1k - $34.5k),$2m
458470,Grim Legends 3: The Dark City,Artifex Mundi,Visual Novel,$110.7k ($71.3k - $150.1k),$8.4m
1764390,BAD END THEATER,NomnomNami,Visual Novel,$903.3k ($469.6k - $1.3m),$933.2k
1249040,American Arcadia,Raw Fury,Visual Novel,$920.6k ($652.7k - $1.1m),$99.5m
