appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players,adjusted_rating,owners_midpoint,total_score,Group,Review_Count,sentiment_score,sentiment_magnitude,Action_SUCCESS_Combat_Ratio,Indie_FAILURE_Value_Ratio,RPG_FAILURE_Freedom/Choice_Ratio,Casual_FAILURE_Variety/LevelDesign_Ratio,Puzzle_SUCCESS_Logic/Intuition_Ratio,Strategy_SUCCESS_StrategicVariety_Ratio,Puzzle_SUCCESS_Novelty_Ratio,RPG_SUCCESS_Worldbuilding_Ratio,Puzzle_FAILURE_Novelty_Ratio,Strategy_SUCCESS_InfoClarity_Ratio,Indie_FAILURE_Originality_Ratio,Adventure_SUCCESS_Exploration_Ratio,Strategy_FAILURE_AIQuality_Ratio,Simulation_SUCCESS_UI/Interface_Ratio,Strategy_SUCCESS_AIQuality_Ratio,Casual_FAILURE_Addictiveness_Ratio,Indie_FAILURE_Polish/Bugs_Ratio,Puzzle_FAILURE_Logic/Intuition_Ratio,Adventure_SUCCESS_Story_Ratio,Simulation_FAILURE_UI/Interface_Ratio,Casual_FAILURE_Playtime/Pacing_Ratio,Action_FAILURE_Difficulty_Ratio,Action_SUCCESS_Difficulty_Ratio,RPG_SUCCESS_Freedom/Choice_Ratio,Strategy_FAILURE_InfoClarity_Ratio,RPG_FAILURE_Rewards_Ratio,Strategy_FAILURE_StrategicVariety_Ratio,Simulation_FAILURE_SystemDepth_Ratio,Action_FAILURE_Combat_Ratio,Indie_SUCCESS_Originality_Ratio,Casual_SUCCESS_Addictiveness_Ratio,Simulation_SUCCESS_Realism_Ratio,Indie_SUCCESS_Value_Ratio,Simulation_FAILURE_Realism_Ratio,RPG_SUCCESS_Rewards_Ratio,RPG_FAILURE_Worldbuilding_Ratio,Adventure_FAILURE_Atmosphere_Ratio,Casual_SUCCESS_Playtime/Pacing_Ratio,Indie_SUCCESS_Polish/Bugs_Ratio,Adventure_SUCCESS_Atmosphere_Ratio,Action_SUCCESS_Controls_Ratio,Simulation_SUCCESS_SystemDepth_Ratio,Puzzle_SUCCESS_DifficultyCurve_Ratio,Adventure_FAILURE_Exploration_Ratio,Adventure_FAILURE_Story_Ratio,Action_FAILURE_Controls_Ratio,Puzzle_FAILURE_DifficultyCurve_Ratio,Casual_SUCCESS_Variety/LevelDesign_Ratio
240720,Getting Over It with Bennett Foddy,Bennett Foddy,Indie,$18.1m ($13.3m - $22.9m),$18.1m,4959.0,82.72,3500000.0,0.6413689356064989,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326460,ShellShock Live,kChamp Games,Indie,$13.2m ($8.4m - $18.1m),$13.3m,7346.0,93.39,1500000.0,0.6393323924153942,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407270,AI LIMIT,CE-Asia,Indie,$14m ($8.7m - $19.4m),$18.2m,14433.0,92.76,350000.0,0.6292017514525576,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
510840,Evolvation,HyperReuts,Indie,$180.7k ($36.1k - $325.3k),$180.7k,100638.0,61.875,1500000.0,0.6080277940871589,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641990,The Escapists 2,Team17,Puzzle,$12.7m ($7.3m - $18m),$491.6m,11156.0,90.97,3500000.0,0.6837427337665725,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304430,INSIDE,Playdead,Puzzle,$14.9m ($10.6m - $19.2m),$21.1m,3840.0,97.08,3500000.0,0.6456671985057767,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257510,The Talos Principle,Devolver Digital,Puzzle,$14.9m ($11m - $18.8m),$501.4m,3977.0,95.24,1500000.0,0.6394859162420119,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
882790,Fate Seeker,JSL Entertainment,Puzzle,$8.5m ($5.2m - $11.7m),$13m,16334.0,90.56,750000.0,0.6392166393148427,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127500,Mini Motorways,Dinosaur Polo Club,Puzzle,$10.6m ($6.8m - $14.3m),$18.4m,9914.0,96.24,750000.0,0.6341393360034934,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592190,BONELAB,Stress Level Zero,Puzzle,$15m ($9.8m - $20.2m),$49.4m,5616.0,80.38,750000.0,0.6099171674011783,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835960,The Talos Principle 2,Devolver Digital,Puzzle,$4.9m ($3.5m - $6.3m),$501.4m,7258.0,95.26,350000.0,0.6093489496228222,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320300,Car Mechanic Simulator 2015,PlayWay S.A.,Puzzle,$6.6m ($4.1m - $9m),$275.8m,4326.0,92.31,750000.0,0.609217356311096,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736260,Baba Is You,Hempuli Oy,Puzzle,$13.5m ($8.9m - $18.2m),$14m,1493.0,97.94,1500000.0,0.5950893713537444,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413420,Danganronpa 2: Goodbye Despair,"Spike Chunsoft Co., Ltd.",Puzzle,$10.4m ($7.5m - $13.3m),$94.5m,1848.0,96.23,750000.0,0.5888288358180584,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653530,Return of the Obra Dinn,3909,Puzzle,$13.1m ($10m - $16.2m),$37.6m,1766.0,96.75,750000.0,0.5873534791985139,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1097200,Twelve Minutes,Annapurna Interactive,Puzzle,$4m ($2.9m - $5m),$188.4m,4996.0,72.77,750000.0,0.5851805549274653,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262350,SIGNALIS,Humble Games,Puzzle,$9.1m ($6m - $12.2m),$202.5m,862.0,96.66,1500000.0,0.5825113543115841,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236450,PAC-MAN Championship Edition DX+,BANDAI NAMCO Entertainment,Puzzle,$2m ($1.1m - $3m),$478.1m,3692.0,96.38,350000.0,0.5762998475291864,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1931770,Chants of Sennaar,Focus Entertainment,Puzzle,$6.8m ($4.8m - $8.8m),$728.4m,1570.0,98.34,350000.0,0.5713809220602251,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490220,Prismata,Lunarch Studios,Puzzle,$4.1k ($2.2k - $5.9k),$30.4k,121154.0,81.53999999999999,1500000.0,0.5708041941592655,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221260,Little Inferno,Tomorrow Corporation,Puzzle,$4.6m ($2.7m - $6.5m),$9.5m,2060.0,96.22,750000.0,0.5704806501683347,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
546050,Puyo PuyoTetris,SEGA,Puzzle,$3.5m ($2.4m - $4.5m),$1.6b,1355.0,84.17,750000.0,0.5634162283485967,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232790,Broken Age,Double Fine Productions,Puzzle,$4.8m ($3.3m - $6.4m),$21.4m,3134.0,83.24,350000.0,0.5574808301514684,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062160,Poly Bridge 2,Dry Cactus,Puzzle,$7.5m ($4.4m - $10.5m),$12.7m,1852.0,95.23,350000.0,0.5574606794531624,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812140,Assassin's Creed Odyssey,Ubisoft,RPG,$134.8m ($100.9m - $168.7m),$2.4b,61984.0,89.14,7500000.0,0.7932605253869203,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386360,SMITE,Hi-Rez Studios,RPG,$131.6m ($90.1m - $173.2m),$199.7m,31169.0,79.63,15000000.0,0.7669695152136173,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234140,Mad Max,Warner Bros. Games,RPG,$52.7m ($37.6m - $67.8m),$882.3m,33356.0,91.76,3500000.0,0.7416630697120767,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322010,God of War Ragnarök,PlayStation Publishing LLC,RPG,$46.3m ($31.5m - $61.2m),$1.3b,35565.0,88.32,1500000.0,0.7209872765481873,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424370,Wolcen: Lords of Mayhem,WOLCEN Studio,RPG,$29m ($19.6m - $38.3m),$29m,127542.0,55.85,1500000.0,0.704921388843502,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285800,Braveland,Tortuga Team,RPG,$339.5k ($154.7k - $524.3k),$1m,216331.0,80.69,7500000.0,0.7031677121967161,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2680010,The First Berserker: Khazan,NEXON,RPG,$28.3m ($18.9m - $37.8m),$184.6m,32871.0,84.33,1500000.0,0.6990296813705201,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42910,Magicka,Paradox Interactive,RPG,$16.5m ($8.5m - $24.4m),$1.1b,11717.0,85.39,3500000.0,0.6869261413596921,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307550,Craftopia,Pocketpair,RPG,$22.9m ($15.9m - $30m),$438m,26449.0,77.64,1500000.0,0.6862124765840607,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239160,Thief,Eidos Interactive Corp.,RPG,$19.4m ($12.1m - $26.7m),$111.3m,18247.0,75.41,1500000.0,0.6641974295906424,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882100,XCOM: Chimera Squad,2K,RPG,$6.5m ($4.2m - $8.8m),$1.7b,20701.0,71.64,1500000.0,0.6601044672835872,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
979690,The Ascent,Curve Games,RPG,$13.4m ($9m - $17.8m),$196.4m,13930.0,75.1,1500000.0,0.6525754906994354,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763890,Wildermyth,Worldwalker Games LLC,RPG,$15.4m ($9.8m - $20.9m),$15.4m,8091.0,95.0,1500000.0,0.646807716712819,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601840,Griftlands,Klei Entertainment,RPG,$9.4m ($6.1m - $12.6m),$371.3m,7545.0,93.86,750000.0,0.6344170404110501,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12200,Bully: Scholarship Edition,Rockstar Games,RPG,$16.4m ($11.9m - $21m),$770.8m,1978.0,84.27,3500000.0,0.6290891777989391,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2634950,Tokyo Xtreme Racer,"Genki Co., Ltd.",RPG,$9.5m ($6.6m - $12.3m),$9.5m,15655.0,94.12,350000.0,0.6246596194450839,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272510,NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution,BANDAI NAMCO Entertainment,RPG,$9.1m ($6.8m - $11.4m),$478.1m,6782.0,84.45,750000.0,0.6222948030689575,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244090,Sea of Stars,Sabotage Studio,RPG,$10.7m ($8.2m - $13.3m),$10.7m,8597.0,88.19,750000.0,0.6194707043167889,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898300,ASKA,Thunderful Publishing,RPG,$8.5m ($6.2m - $10.9m),$28.3m,10637.0,79.64,750000.0,0.618316821143113,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22300,Fallout 3,Bethesda Softworks,RPG,$6.6m ($5m - $8.1m),$2.1b,2653.0,80.62,1500000.0,0.6065888601284989,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107410,Arma 3,Bohemia Interactive,Simulation,$223.6m ($161.6m - $285.6m),$619.3m,56185.0,90.63,15000000.0,0.8088042614047888,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811260,EA SPORTS FIFA 23,Electronic Arts,Simulation,$102.3m ($63.1m - $141.4m),$4.5b,110757.0,56.98,7500000.0,0.7776941684183919,Top,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
