appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue
1745510,Lunacid,KIRA LLC,RPG,$2m ($1.3m - $2.8m),$2m
928960,Godfall Ultimate Edition,Gearbox Publishing,RPG,$1.1m ($862.5k - $1.4m),$259.9m
1160750,Grim Clicker,EvilCharm Games,RPG,$314.2k ($210.6k - $417.8k),$314.6k
474750,Reigns,Devolver Digital,RPG,$1.3m ($929.5k - $1.7m),$501.4m
1437820,Heroes of the Three Kingdoms,"USERJOY Technology Co., Ltd.",RPG,$91.4k ($40.3k - $142.5k),$10.6m
1283410,Tails of Iron,United Label,RPG,$3.4m ($2.3m - $4.5m),$6.4m
1729410,Earthling's Undertaking,MassesGame,RPG,$231.8k ($142.9k - $320.8k),$231.8k
648410,Colony Ship: A Post-Earth Role Playing Game,Iron Tower Studio,RPG,$2.1m ($1.3m - $3m),$4.4m
2464530,VOIN,tinyBuild,RPG,$1.3m ($940k - $1.8m),$179.6m
968970,Lumberjack's Dynasty,Toplitz Productions,RPG,$1.3m ($968.5k - $1.6m),$73.3m
1716120,Monster Rancher 1 & 2 DX,"KOEI TECMO GAMES CO., LTD.",RPG,$1.4m ($897k - $2m),$424.5m
2059170,Quasimorph,HypeTrain Digital,RPG,$3.5m ($2.6m - $4.4m),$66.7m
404680,Hob,Arc Games,RPG,$2.3m ($1.5m - $3.1m),$330.6m
335670,LISA: The Painful,Serenity Forge,RPG,$2.9m ($2m - $3.7m),$41.5m
798460,Ni no Kuni Wrath of the White Witch Remastered,BANDAI NAMCO Entertainment,RPG,$5.7m ($3.5m - $7.9m),$478.1m
3521320,Magicbook AutoBattler: Contract,JXGS,RPG,$95.7k ($66k - $125.4k),$95.7k
502800,SENRAN KAGURA ESTIVAL VERSUS,XSEED Games,RPG,$5m ($3.4m - $6.7m),$125.7m
1416260,SpellForce 3: Versus Edition,THQ Nordic,RPG,$19.2k ($10.2k - $28.2k),$387.4m
593150,Ooblets,Glumberland,RPG,$841.7k ($584.6k - $1m),$841.7k
461370,Midnight's Blessing 2,Warfare Studios,RPG,$505 ($253 - $758),$65.7k
2414270,Sunderfolk,Dreamhaven,RPG,$2.3m ($1.6m - $3.1m),$15m
2181720,Scarlet Tower,Pyxeralia LLC,RPG,$245.9k ($172k - $319.8k),$245.9k
574050,DRAGON QUEST HEROES II,Square Enix,RPG,$2.2m ($1.5m - $2.9m),$1b
1418020,Tavern of Gods,Element Studio,RPG,$297.2k ($173.2k - $421.2k),$297.2k
239120,Final Fantasy III (3D Remake),Square Enix,RPG,$2.4m ($1.6m - $3.1m),$1b
2055050,Cavalry Girls,OKJOY,RPG,$525.9k ($361.2k - $690.6k),$1.7m
1108590,Eldest Souls,United Label,RPG,$1.3m ($862k - $1.8m),$6.4m
2513240,Hero Tale,Weird Johnny Studio,RPG,$88.5k ($61.8k - $115.2k),$88.5k
1930640,Lost2,DSGame,RPG,$957.1k ($665.6k - $1.2m),$15.4m
804010,SteamWorld Quest: Hand of Gilgamech,Thunderful Publishing,RPG,$1m ($534.3k - $1.4m),$28.3m
2374000,Insects Awaken,HelloMeow,RPG,$108.3k ($71.7k - $144.9k),$108.3k
2704110,Aliya: Timelink,Anotherindie,RPG,$259.2k ($162.9k - $355.4k),$1.4m
1233880,Disgaea 4 Complete+,"NIS America, Inc.",RPG,$1.3m ($810k - $1.9m),$48m
1934080,Floating Life2,心流工作室（Heart Stream Studio）,RPG,$220.3k ($136.6k - $304k),$231.3k
1368870,Field of Glory II: Medieval,Slitherine Ltd.,RPG,$456.3k ($247.3k - $665.3k),$97.4m
1155330,Showgunners,Good Shepherd Entertainment,RPG,$687.9k ($503.5k - $872.4k),$91m
266130,Breach & Clear,Gun Interactive,RPG,$875.6k ($571.4k - $1.1m),$13.2m
849740,Love Esquire - RPG/Dating Sim/Visual Novel,Yangyang Mobile,RPG,$572.6k ($358.9k - $786.4k),$1m
271590,Grand Theft Auto V Legacy,Rockstar Games,Racing,$542.4m ($308.2m - $776.5m),$770.8m
1551360,Forza Horizon 5,Xbox Game Studios,Racing,$238.5m ($176.5m - $300.5m),$1.8b
1782210,Crab Game,Dani,Racing,$7.6k ($3.4k - $11.8k),$7.6k
646910,The Crew 2,Ubisoft,Racing,$29.5m ($19.2m - $39.8m),$2.4b
1030840,Mafia: Definitive Edition,2K,Racing,$40.3m ($28.8m - $51.9m),$1.7b
1190000,Car Mechanic Simulator 2021,PlayWay S.A.,Racing,$29.4m ($17.4m - $41.4m),$275.8m
548570,RAGE 2,Bethesda Softworks,Racing,$15.5m ($11m - $19.9m),$2.1b
918570,Century: Age of Ashes,Playwing LTD,Racing,$4.2m ($3m - $5.5m),$4.3m
1262580,Need for Speed Payback,Electronic Arts,Racing,$9m ($6.2m - $11.8m),$4.5b
40990,Mafia,2K,Racing,$3.4m ($1.5m - $5.2m),$1.7b
621830,WRC 7 FIA World Rally Championship,Nacon,Racing,$1.8m ($1m - $2.6m),$157.6m
675010,MudRunner,Focus Entertainment,Racing,$22.1m ($14.8m - $29.4m),$728.4m
645630,Car Mechanic Simulator 2018,PlayWay S.A.,Racing,$21.2m ($14.6m - $27.9m),$275.8m
2399420,Le Mans Ultimate,Studio 397,Racing,$10.8m ($7.6m - $14.1m),$20.4m
2290180,Riders Republic,Ubisoft Entertainment,Racing,$14.7m ($9.8m - $19.6m),$55.9m
539720,Razortron 2000,NukGames,Racing,$43.5k ($26.3k - $60.6k),$298.2k
311310,Naval Action,Bermuda Computer Club,Racing,$14.8m ($9.6m - $19.9m),$14.7m
655500,MX Bikes,PiBoSo,Racing,$16.5m ($10.8m - $22.1m),$17.7m
690790,DiRT Rally 2.0,Codemasters,Racing,$30.4m ($19.3m - $41.5m),$43.3m
1086640,Dude Simulator 3,Kiddy,Racing,$35.6k ($19.7k - $51.5k),$169.2k
2440510,Forza Motorsport,Xbox Game Studios,Racing,$12.7m ($9.2m - $16.3m),$1.8b
585420,Trailmakers,Flashbulb,Racing,$12.7m ($8.8m - $16.5m),$14.6m
1017180,The Long Drive,Genesz,Racing,$18.5m ($12.9m - $24.2m),$18.5m
228380,Wreckfest,THQ Nordic,Racing,$37.5m ($25.8m - $49.1m),$387.4m
1911390,Knightfall: A Daring Journey,Landfall,Racing,$38.8k ($24.5k - $53.1k),$200.8m
705210,Cube Racer,Simon Blasen,Racing,0,$0 
1153410,JDM: Japanese Drift Master,Gaming Factory,Racing,$4m ($2.8m - $5.3m),$6.6m
417430,Moto Racer  4,Microids,Racing,$616.4k ($259.1k - $973.6k),$27.1m
1178400,Pro Cycling Manager 2020,Nacon,Racing,$438k ($242.6k - $633.4k),$157.6m
2063610,Pro Cycling Manager 2023,Nacon,Racing,$1m ($644.2k - $1.4m),$157.6m
552100,Brick Rigs,Fluppisoft GmbH,Racing,$11.3m ($7.3m - $15.3m),$11.3m
1520370,Mon Bazou,Santa Goat,Racing,$4.4m ($3.1m - $5.7m),$4.4m
493490,City Car Driving,"Forward Global Group, Ltd.",Racing,$13.5m ($9.1m - $18m),$13.6m
250340,Blockland,Step 1 Games LLC,Racing,$1.5m ($1m - $2m),$1.5m
434460,Rock of Ages 2: Bigger & Boulder,SEGA,Racing,$1.2m ($795k - $1.6m),$1.6b
385270,Jet Racing Extreme: The First Encounter,Real Dynamics,Racing,$81.4k ($16.2k - $146.6k),$81.4k
1262560,Need for Speed Most Wanted,Electronic Arts,Racing,$5.5m ($3.7m - $7.4m),$4.5b
1203190,Wreckfest 2,THQ Nordic,Racing,$6m ($4.3m - $7.8m),$387.4m
266410,iRacing,iRacing.com Motorsport Simulations,Racing,$1.6m ($1.1m - $2m),$2.2m
2486740,Sledders,Bonus Stage Publishing,Racing,$1.8m ($1.2m - $2.3m),$3m
213610,Sonic Adventure 2,SEGA,Racing,$6.8m ($4.9m - $8.7m),$1.6b
1447000,MotoGP21,Milestone S.r.l.,Racing,$1.1m ($677.3k - $1.5m),$60.1m
586130,Survival Driver,HaDe Games,Racing,$887 ($177 - $1.5k),$18.2k
397950,Clustertruck,tinyBuild,Racing,$6.9m ($4.7m - $9.1m),$179.6m
293760,Automation - The Car Company Tycoon Game,Camshaft Software Ltd,Racing,$15.4m ($11.3m - $19.5m),$15.4m
441870,OutDrive,DNVR Prod,Racing,$289k ($143.1k - $434.9k),$289k
3453600,Supercar Collection Simulator,Kiki Games,Racing,$852.1k ($584.5k - $1.1m),$1.7m
1797610,Barro 22,SC Jogos,Racing,$85.3k ($17k - $153.5k),$762.8k
1328660,Need for Speed Hot Pursuit Remastered,Electronic Arts,Racing,$6.3m ($4.4m - $8.3m),$4.5b
1054430,Fling to the Finish,Daedalic Entertainment,Racing,$876.1k ($485.2k - $1.2m),$159.9m
382560,Hot Lava,Klei Entertainment,Racing,$4.7m ($2.9m - $6.5m),$371.3m
270850,Car Mechanic Simulator 2014,PlayWay S.A.,Racing,$2.5m ($880.9k - $4.2m),$275.8m
517710,Redout: Enhanced Edition,34BigThings srl,Racing,$4.8m ($3m - $6.7m),$5.5m
1267540,WRC 9 FIA World Rally Championship,Nacon,Racing,$1.5m ($810.5k - $2.2m),$157.6m
248330,Dino Run DX,Pixeljam,Racing,$63.2k ($38.7k - $87.7k),$5.3m
785260,Team Sonic Racing,SEGA,Racing,$3.9m ($2.7m - $5.1m),$1.6b
2069310,RealFlight Evolution,"Horizon Hobby, LLC",Racing,$4.7m ($2.4m - $7m),$5.9m
397340,SimplePlanes,"Jundroo, LLC",Racing,$4.5m ($3m - $6m),$6.2m
410340,Liftoff: FPV Drone Racing,LuGus Studios,Racing,$9.4m ($6m - $12.8m),$10.5m
1456200,Initial Drift Online,RewindApp,Racing,$497.6k ($281.5k - $713.7k),$1.8m
849100,Alaskan Road Truckers,Green Man Gaming Publishing,Racing,$1.6m ($1.1m - $2.2m),$2.7m
263760,Turbo Dismount,Secret Exit Ltd.,Racing,$2.3m ($1.4m - $3.2m),$2.6m
300380,Road Redemption,Tripwire Presents,Racing,$6.6m ($4.3m - $8.9m),$51.6m
497180,Street Legal Racing: Redline v2.3.1,Activision Value Publishing Inc.,Racing,$656.2k ($417.9k - $894.5k),$670.5k
2758280,Boldly Forward,SmallMill,Racing,$23.2k ($15.8k - $30.6k),$25.8k
1578390,My Garage,Viking Game Studio,Racing,$1.2m ($825.8k - $1.7m),$1.3m
358270,Death Rally (Classic),3D Realms (Apogee Software),Racing,0,$0 
2696480,Nothing,Pixelatto,Racing,$113.1k ($22.6k - $203.6k),$1.3m
1004750,WRC 8 FIA World Rally Championship,Nacon,Racing,$625.5k ($286.1k - $964.8k),$157.6m
6220,FlatOut,Strategy First,Racing,$164.4k ($93k - $235.7k),$11.8m
775900,MotoGP18,Milestone S.r.l.,Racing,$1.5m ($901.6k - $2.1m),$60.1m
711750,Monster Energy Supercross - The Official Videogame,Milestone S.r.l.,Racing,$1.1m ($820.4k - $1.5m),$60.1m
1238080,Burnout Paradise Remastered,Electronic Arts,Racing,$2.1m ($1.5m - $2.8m),$4.5b
505170,Carmageddon: Max Damage,THQ Nordic,Racing,$2.1m ($1.4m - $2.9m),$387.4m
732430,Superflight,GrizzlyGames,Racing,$829.1k ($542.2k - $1.1m),$9.7m
1070580,Drift86,RewindApp,Racing,$275.3k ($151.8k - $398.9k),$1.8m
1078760,Motorcycle Mechanic Simulator 2021,PlayWay S.A.,Racing,$1.8m ($886.1k - $2.7m),$275.8m
882020,Monster Energy Supercross - The Official Videogame 2,Milestone S.r.l.,Racing,$606.1k ($415.6k - $796.6k),$60.1m
431600,Automobilista,Reiza Studios,Racing,$1.2m ($835k - $1.6m),$13.7m
1668080,Pinchcliffe Grand Prix,Ravn Studio,Racing,$354.9k ($180.9k - $528.9k),$375k
235800,Audiosurf 2,Dylan Fitterer,Racing,$3.4m ($2.3m - $4.4m),$5.3m
431590,Earn to Die 2,Not Doppler,Racing,$159.4k ($107.9k - $211k),$160k
1307710,GRID Legends,Electronic Arts,Racing,$2m ($1.2m - $2.9m),$4.5b
233610,Distance,Refract,Racing,$4.4m ($2.9m - $5.9m),$4.4m
520010,Climbey,ShadowBrain Games,Racing,$718.7k ($449.1k - $988.3k),$719.3k
1324350,Turbo Golf Racing,Hugecalf Studios,Racing,$238.9k ($159k - $318.7k),$253.4k
2058750,Monster Energy Supercross - The Official Videogame 6,Milestone S.r.l.,Racing,$709.7k ($438.1k - $981.4k),$60.1m
400800,MXGP2 - The Official Motocross Videogame,Milestone S.r.l.,Racing,$950k ($610.4k - $1.2m),$60.1m
302590,Of Guards And Thieves,Subvert Games,Racing,$4.4k ($2.8k - $5.9k),$4.4k
952040,MUSYNX,Wave Game,Racing,$697.7k ($375.5k - $1m),$697.2k
837880,You Suck at Parking - Complete Edition,Curve Games,Racing,$334.7k ($159.5k - $510k),$196.4m
1097130,Circuit Superstars,Original Fire Games,Racing,$1m ($629.8k - $1.4m),$1.1m
626680,Kreedz Climbing,ObsessionSoft,Racing,0,$0 
2102520,Apex Point,Apex Studio,Racing,$1.2m ($910.9k - $1.6m),$1.2m
320140,Absolute Drift,Funselektor Labs Inc.,Racing,$966.1k ($653k - $1.2m),$4.9m
2280390,Tennis Manager 2023,Rebound CG,Racing,$386.6k ($251.8k - $521.4k),$1.1m
202310,Ridge Racer Unbounded,BANDAI NAMCO Entertainment,Racing,$155.7k ($86.7k - $224.7k),$478.1m
1859470,PAC-MAN WORLD Re-PAC,Bandai Namco Entertainment,Racing,$913.8k ($493.2k - $1.3m),$1.7b
1428100,Instruments of Destruction,Secret Mode,Racing,$863.1k ($585.5k - $1.1m),$74.5m
2051120,HOT WHEELS UNLEASHED 2 - Turbocharged,Milestone S.r.l.,Racing,$878.9k ($547.6k - $1.2m),$60.1m
3241660,R.E.P.O.,semiwork,Roguelike,$140.6m ($88.9m - $192.3m),$142m
1313140,Cult of the Lamb,Devolver Digital,Roguelike,$64.7m ($46m - $83.4m),$501.4m
1145360,Hades,Supergiant Games,Roguelike,$153.1m ($110.9m - $195.4m),$259.2m
1794680,Vampire Survivors,poncle,Roguelike,$36.8m ($22.9m - $50.7m),$36.8m
2420510,HoloCure - Save the Fans!,KayAnimate,Roguelike,0,$0 
646570,Slay the Spire,Mega Crit,Roguelike,$90.1m ($65.1m - $115.2m),$90.1m
1504570,Cultivation Tales,Ac Games,Roguelike,$2.4m ($1.4m - $3.5m),$2.4m
2218750,Halls of Torment,Chasing Carrots,Roguelike,$5.4m ($3.8m - $7m),$8.1m
2445690,Lost Castle 2,Hunter Studio,Roguelike,$8m ($4.9m - $11.1m),$8m
2103140,Magicraft,bilibili,Roguelike,$7.5m ($4.9m - $10m),$133.8m
2066020,Soulstone Survivors,Game Smithing Limited,Roguelike,$9.8m ($6.9m - $12.7m),$9.8m
311690,Enter the Gungeon,Devolver Digital,Roguelike,$29.4m ($19.9m - $39m),$501.4m
2135150,Elin,Lafrontier,Roguelike,$6.7m ($4.3m - $9.1m),$6.7m
619820,Heroes of Hammerwatch II,Team17,Roguelike,$6.3m ($4.1m - $8.5m),$491.6m
2784470,9 Kings,Hooded Horse,Roguelike,$8.1m ($5.5m - $10.8m),$205m
1102190,Monster Train,Good Shepherd Entertainment,Roguelike,$20.1m ($12.2m - $27.9m),$91m
1599600,PlateUp!,Yogscast Games,Roguelike,$25.8m ($15.1m - $36.4m),$37.9m
113200,The Binding of Isaac,Edmund McMillen,Roguelike,$8.6m ($4.8m - $12.3m),$13.1m
1416920,Chinese Online Game,Wise Games,Roguelike,$2m ($1.2m - $2.9m),$2.9m
881100,Noita,Nolla Games,Roguelike,$46.7m ($31.3m - $62.2m),$46.7m
2071280,Ravenswatch,Nacon,Roguelike,$16.3m ($11m - $21.6m),$157.6m
3228590,Deadzone: Rogue,Prophecy Games,Roguelike,$10.7m ($7.6m - $13.7m),$11m
2933080,Crime Boss: Rockay City,505 Games,Roguelike,$3.1m ($2m - $4.2m),$293.6m
200210,Realm of the Mad God Exalt,Deca Live Operations GmbH,Roguelike,$39.1m ($26.5m - $51.6m),$39.1m
2719030,Meme Mayhem,Cr3 Studio,Roguelike,$1.5m ($909.1k - $2.2m),$1.5m
3109580,I Am Legion: Stand Survivors,Gamersky Games,Roguelike,$1m ($646.6k - $1.3m),$60.7m
2132850,Rabbit and Steel,mino_dev,Roguelike,$5.4m ($3.6m - $7.3m),$5.7m
692890,Roboquest,RyseUp Studios,Roguelike,$15.4m ($10.4m - $20.4m),$15.4m
2608350,Snezhinka:Sentinel Girls2,hinyari9,Roguelike,$423.5k ($272.7k - $574.4k),$1.3m
434650,Lost Castle / 失落城堡,Neon Doctrine,Roguelike,$9.7m ($6.2m - $13.3m),$16.2m
330020,Children of Morta,11 bit studios,Roguelike,$6m ($3.2m - $8.8m),$176.2m
512900,Streets of Rogue,tinyBuild,Roguelike,$4.4m ($2.6m - $6.2m),$179.6m
382490,Relic Hunters Zero: Remix,Akupara Games,Roguelike,0,$33.7m
2138710,Sifu,Sloclap,Roguelike,$29.3m ($18.1m - $40.4m),$67.7m
690040,SUPERHOT: MIND CONTROL DELETE,SUPERHOT Team,Roguelike,$7m ($4.5m - $9.6m),$43.2m
2501600,DICEOMANCER,Gamirror Games,Roguelike,$3m ($1.9m - $4.1m),$118.8m
2854740,Nunholy,Chowbie,Roguelike,$1.2m ($856.2k - $1.6m),$1.9m
861540,Dicey Dungeons,Terry Cavanagh,Roguelike,$6.7m ($4.4m - $9.1m),$9.1m
2697930,Commander Quest,"Flyway Games, Inc.",Roguelike,$678.4k ($455.9k - $900.9k),$798.9k
1178790,Shiren the Wanderer: The Tower of Fortune and the Dice of Fate,"Spike Chunsoft Co., Ltd.",Roguelike,$845.4k ($488.7k - $1.2m),$94.5m
1280930,Astral Ascent,Hibernian Workshop,Roguelike,$3.1m ($2.1m - $4.1m),$3.1m
1929870,Nomad Survival,The Fox Knocks,Roguelike,$276.5k ($158.6k - $394.4k),$695.7k
1286580,Ship of Fools,Team17,Roguelike,$5.2m ($3.2m - $7.2m),$491.6m
1682060,Warriors of the Nile 2,Gamirror Games,Roguelike,$315k ($189.8k - $440.2k),$118.8m
2185780,Return to abyss 重返深渊,Wingjoy Games,Roguelike,$239.6k ($159.2k - $320k),$272.5k
2086430,NIMRODS,Fiveamp,Roguelike,$1m ($692.1k - $1.3m),$1.2m
857980,Void Bastards,Blue Manchu,Roguelike,$4.1m ($2.6m - $5.6m),$4.1m
2780710,Asgard's Fall — Viking Survivors,Assemble Entertainment,Roguelike,$461.2k ($314.1k - $608.3k),$24.3m
619780,The Swords of Ditto: Mormo's Curse,Devolver Digital,Roguelike,$1.1m ($728.9k - $1.6m),$501.4m
2116060,Epic Auto Towers,Aleksandr Golovkin,Roguelike,$537.2k ($377.4k - $697.1k),$1.1m
858210,Nova Drift,Pixeljam,Roguelike,$4.7m ($3.4m - $6m),$5.3m
2056210,LONESTAR,Thermite Games,Roguelike,$1.1m ($777.4k - $1.6m),$5.1m
2996040,Teenage Mutant Ninja Turtles: Splintered Fate,Super Evil Megacorp,Roguelike,$2.5m ($1.7m - $3.3m),$2.5m
396750,EVERSPACE,ROCKFISH Games,Roguelike,$9.8m ($6.7m - $12.8m),$21.8m
2529820,Wedding Witch,Chowbie,Roguelike,$673.2k ($443.5k - $902.9k),$1.9m
1409730,Hero of Not Our Time,Hide Head,Roguelike,$37.9k ($13.3k - $62.4k),$53.7k
362490,Exanima,Bare Mettle Entertainment,Roguelike,$5.5m ($3.7m - $7.2m),$5.5m
598060,Slasher's Keep,Damian Schloter,Roguelike,$1.2m ($836.4k - $1.6m),$1.2m
2853160,SHOOPER NOVA,gamersky games,Roguelike,$227.9k ($141.9k - $313.8k),$227.9k
603960,Star of Providence,Team D-13,Roguelike,$844.8k ($537.2k - $1.1m),$844.2k
853450,Nevergrind Online,Neverworks Games,Roguelike,$254k ($155.5k - $352.4k),$265.1k
364420,Roguelands,SmashGames,Roguelike,$2m ($1.2m - $2.7m),$12.4m
2479830,The Braves,101XP,Roguelike,$196.2k ($100k - $292.5k),$3.9m
2435090,Talented,TurtleFox Games,Roguelike,$412k ($252.5k - $571.5k),$412k
1456820,Marfusha:Sentinel Girls ,hinyari9,Roguelike,$912.1k ($523k - $1.3m),$1.3m
2128270,Path of Achra,Slouching Beast LLC,Roguelike,$841.5k ($631.8k - $1m),$841.2k
1494810,Mortal Sin,Nikola Todorovic,Roguelike,$4.1m ($2.8m - $5.5m),$4.1m
1601740,Corpse Keeper,Thermite Games,Roguelike,$608.1k ($384.6k - $831.6k),$5.1m
3064290,Trizon,Ling,Roguelike,$165.9k ($111.3k - $220.5k),$165.9k
2343600,Endgame of Devil,Anotherindie,Roguelike,$332.4k ($217.6k - $447.1k),$1.4m
1135810,Vault of the Void,Spider Nest Games,Roguelike,$1.1m ($797.1k - $1.4m),$1.1m
2917350,Spin Hero,Goblinz Publishing,Roguelike,$474.1k ($293.7k - $654.6k),$29.1m
1037020,ScourgeBringer,Dear Villagers,Roguelike,$1.2m ($859.5k - $1.5m),$33.7m
3141720,Monster Battles,Fourteen,Roguelike,$268.1k ($174.1k - $362.2k),$268.1k
420790,StarBreak,Crunchy Games,Roguelike,0,$0 
1972440,Shotgun King: The Final Checkmate,PUNKCAKE Delicieux,Roguelike,$3.1m ($1.9m - $4.2m),$3.1m
1029210,30XX,Batterystaple Games,Roguelike,$1.2m ($766.9k - $1.6m),$3m
252610,Death Road to Canada,Rocketcat Games,Roguelike,$5.4m ($3m - $7.7m),$5.6m
1471410,SYNTHETIK 2,Flow Fire Games,Roguelike,$1.4m ($971.7k - $1.9m),$4.3m
2468100,Pyrene,Indie Asylum,Roguelike,$255.8k ($187.5k - $324.1k),$1.1m
1304680,Voidigo,semiwork,Roguelike,$1.3m ($992.2k - $1.7m),$142m
2002220,Keeper's Toll,Stingbot Games,Roguelike,$159.5k ($107.4k - $211.7k),$168.8k
274500,Brigador: Up-Armored Edition,Stellar Jockeys,Roguelike,$3m ($2.1m - $3.8m),$2.9m
1638390,Indies' Lies,Erabit,Roguelike,$321.2k ($186.4k - $456.1k),$10.5m
2908950,Tunnel Escape,Saikey Studios,Roguelike,$340.2k ($193.7k - $486.7k),$1.8m
2404370,YOHANE THE PARHELION -BLAZE in the DEEPBLUE-,"INTI CREATES CO., LTD.",Roguelike,$417.6k ($289.8k - $545.4k),$8.5m
2752720,Dice Player One,KDream,Roguelike,$239k ($148.8k - $329.2k),$265.4k
2881800,SuperTaxCity,KIC Games,Roguelike,$128.7k ($76.6k - $180.9k),$255.5k
1700270,Lucky Tower Ultimate,AMC Games,Roguelike,$596.4k ($413k - $779.8k),$889.3k
1253610,Knights of Braveland,Tortuga Team,Roguelike,$254.4k ($168.7k - $340.1k),$1m
1536620,Galactic Glitch,Crunchy Leaf Games,Roguelike,$178.8k ($132.4k - $225.3k),$474.3k
1456760,ROBOBEAT,Kwalee,Roguelike,$1.3m ($903.6k - $1.8m),$21.8m
698870,Metaverse Keeper / 元能失控,Sparks Games,Roguelike,$481.8k ($277.4k - $686.3k),$481.8k
926390,Infected Shelter,Dark Blue Games,Roguelike,$79 ($52 - $107),$80 
2111870,Section 13,"Ocean Drive Studio, Inc.",Roguelike,$258.4k ($189.5k - $327.4k),$2.6m
3021630,Savara,Ankama Games,Roguelike,$237.7k ($166.1k - $309.4k),$2.4m
585710,Blazing Beaks,Applava,Roguelike,$1.2m ($760.1k - $1.8m),$1.2m
2852980,Necroking,Alawar,Roguelike,$243.6k ($150.9k - $336.2k),$13.3m
360740,Downwell,Devolver Digital,Roguelike,$726.1k ($513.5k - $938.8k),$501.4m
528730,Crypt of the Serpent King,Rendercode Games,Roguelike,$21.1k ($11.4k - $30.8k),$21.2k
397540,Borderlands 3,2K,Shooter,$143.6m ($90.4m - $196.7m),$1.7b
632360,Risk of Rain 2,Gearbox Publishing,Shooter,$153.9m ($102.7m - $205.1m),$259.9m
444090,Paladins,Hi-Rez Studios,Shooter,$45.8m ($29.4m - $62.1m),$199.7m
1144200,Ready or Not,VOID Interactive,Shooter,$266.2m ($170.1m - $362.4m),$265.9m
243470,Watch_Dogs,Ubisoft,Shooter,$39m ($23.1m - $54.8m),$2.4b
504370,Battlerite,Stunlock Studios,Shooter,$648.5k ($471.5k - $825.4k),$106.5m
1337520,Risk of Rain Returns,Gearbox Publishing,Shooter,$13.3m ($8.7m - $18m),$259.9m
393380,Squad,Offworld,Shooter,$185.5m ($122.7m - $248.4m),$227.9m
319830,AX:EL - Air XenoDawn,KISS ltd,Shooter,0,$1.3m
1229490,ULTRAKILL,New Blood Interactive,Shooter,$44.9m ($27.4m - $62.5m),$67m
1217060,Gunfire Reborn,Duoyi Games,Shooter,$54.1m ($33.4m - $74.7m),$54.5m
1237970,Titanfall 2,Electronic Arts,Shooter,$61.6m ($40.5m - $82.7m),$4.5b
1259420,Days Gone,PlayStation Publishing LLC,Shooter,$70.9m ($47m - $94.8m),$1.3b
209000,Batman: Arkham Origins,Warner Bros. Interactive Entertainment,Shooter,$25.2m ($15.8m - $34.6m),$446.3m
202970,Call of Duty: Black Ops II,Activision,Shooter,$83.4m ($44.2m - $122.6m),$1.5b
312660,Sniper Elite 4,Rebellion,Shooter,$87.9m ($58.1m - $117.7m),$225m
35450,Red Orchestra 2: Heroes of Stalingrad with Rising Storm,Tripwire Interactive,Shooter,$30.9m ($17.2m - $44.6m),$237.9m
1268750,Starship Troopers: Extermination,Offworld,Shooter,$19m ($12.3m - $25.8m),$227.9m
550650,Black Squad,VALOFE,Shooter,$14.9m ($11.4m - $18.5m),$27.3m
2870,X Rebirth,Egosoft,Shooter,$4.6m ($2.7m - $6.5m),$37.8m
581320,Insurgency: Sandstorm,Focus Entertainment,Shooter,$68m ($47.3m - $88.7m),$728.4m
1836120,QUICKERFLAK,Walter Machado,Shooter,$7.1k ($1.4k - $12.9k),$297.2k
364210,Sierra Ops - Space Strategy Visual Novel,Sekai Project,Shooter,$128.5k ($25.7k - $231.3k),$39.2m
939960,Far Cry New Dawn,Ubisoft,Shooter,$22.2m ($17m - $27.4m),$2.4b
55150,"Warhammer 40,000: Space Marine - Anniversary Edition",Relic Entertainment,Shooter,$17.4m ($11.3m - $23.6m),$145.1m
1324780,Easy Red 2,Corvostudio di Amadei Marco,Shooter,$3.5m ($1.9m - $5.2m),$3.7m
505460,Foxhole,Siege Camp,Shooter,$34.5m ($23.1m - $45.9m),$35.4m
9200,RAGE,Bethesda Softworks,Shooter,$13.5m ($7.5m - $19.4m),$2.1b
273110,Counter-Strike Nexon: Studio,NEXON,Shooter,0,$184.6m
1359090,Zero Hour,AttritoM7 Productions,Shooter,$12.3m ($8.4m - $16.1m),$12.3m
362890,Black Mesa,Crowbar Collective,Shooter,$28m ($20.7m - $35.2m),$27.9m
1288320,Way of the Hunter,THQ Nordic,Shooter,$9.5m ($6.5m - $12.5m),$387.4m
9480,Saints Row 2,Deep Silver,Shooter,$3.9m ($2.4m - $5.4m),$567.3m
515570,UBERMOSH Vol.3,Walter Machado,Shooter,$21.7k ($8.7k - $34.7k),$297.2k
1139900,Ghostrunner,505 Games,Shooter,$50.7m ($32.2m - $69.1m),$293.6m
674940,Stick Fight: The Game,Landfall,Shooter,$27.1m ($16.7m - $37.6m),$200.8m
312530,Duck Game,CORPTRON GAMES CORP.,Shooter,$10.9m ($7m - $14.8m),$10.9m
2239550,Watch Dogs: Legion,Ubisoft,Shooter,$5.2m ($3.4m - $7m),$2.4b
530620,Resident Evil 7 Teaser: Beginning Hour,"CAPCOM Co., Ltd.",Shooter,0,$1.8b
823500,BONEWORKS,Stress Level Zero,Shooter,$31.2m ($21.1m - $41.2m),$49.4m
107200,Space Pirates and Zombies,MinMax Games Ltd.,Shooter,$663k ($349.8k - $976.3k),$3.2m
767560,War Robots,MY.GAMES,Shooter,$73.2m ($42.7m - $103.7m),$115.8m
