appid,name,publisher_main,Selected_Genre,game_revenue,publisher_revenue,peak_players,adjusted_rating,owners_midpoint,total_score
246620,Plague Inc: Evolved,Ndemic Creations,Simulation,$38.2m ($23.9m - $52.4m),$44.2m,17889.0,94.43,1500000.0,0.688542454653988
1465360,SnowRunner,Focus Entertainment,Simulation,$42.2m ($27.5m - $56.9m),$728.4m,11142.0,90.46,1500000.0,0.683345439003108
753640,Outer Wilds,Annapurna Interactive,Simulation,$42.3m ($31.2m - $53.3m),$188.4m,7936.0,95.56,1500000.0,0.6721877077356065
2709570,Supermarket Together,DeadDevsTellNoLies,Simulation,$2.4m ($1.3m - $3.5m),$2.4m,47731.0,79.839,3500000.0,0.6705986922460286
3059520,F1 25,Electronic Arts,Simulation,$34.4m ($23.7m - $45.1m),$4.5b,22492.0,88.4,150000.0,0.6562577307568936
1113120,IXION,Kasedo Games,Simulation,$11m ($7.6m - $14.4m),$25.8m,17143.0,77.63,1500000.0,0.6499774624464046
606150,Moonlighter,11 bit studios,Simulation,$5.4m ($3.4m - $7.4m),$176.2m,6158.0,82.51,3500000.0,0.6400259310468176
262280,Dungeons 2,Kalypso Media Digital,Simulation,$7.7m ($3.9m - $11.5m),$47.6m,11691.0,79.06,1500000.0,0.6369891958149545
1331550,Big Ambitions,Hovgaard Games,Simulation,$12.1m ($8.1m - $16m),$15.6m,10873.0,92.98,750000.0,0.6349500707115828
1227890,Summer Memories,Kagura Games,Simulation,$14.1m ($8.4m - $19.7m),$63.4m,5051.0,92.83,1500000.0,0.6348159838366361
2140020,Stronghold: Definitive Edition,Firefly Studios,Simulation,$5.8m ($3.7m - $8m),$45.4m,9555.0,86.2,750000.0,0.618034765228854
359550,Tom Clancy's Rainbow Six Siege,Ubisoft,Sports,$556.5m ($304.2m - $808.7m),$2.4b,200476.0,83.36,35000000.0,0.8789812783781549
291550,Brawlhalla,Ubisoft,Sports,$108.7m ($75.3m - $142.1m),$2.4b,34169.0,84.73,35000000.0,0.8017895487253375
1049590,Eternal Return,Nimble Neuron,Sports,$80.6m ($53.6m - $107.5m),$80.6m,52288.0,73.017,7500000.0,0.749817981988896
518790,theHunter: Call of the Wild,Avalanche Studios,Sports,$73.8m ($49.3m - $98.4m),$115.2m,24953.0,89.21,7500000.0,0.7433756933500761
431240,Golf With Your Friends,Team17,Sports,$34.9m ($21.4m - $48.4m),$491.6m,20592.0,89.03,3500000.0,0.715486110408327
2878980,NBA 2K25,2K,Sports,$49m ($32.1m - $65.9m),$1.7b,56395.0,60.51,1500000.0,0.7093721384704108
207140,SpeedRunners,tinyBuild,Sports,$15.3m ($7.8m - $22.8m),$179.6m,17131.0,94.65,3500000.0,0.6991140424800815
310950,Street Fighter V,"CAPCOM Co., Ltd.",Sports,$45.9m ($28.6m - $63.1m),$1.8b,13807.0,72.25,3500000.0,0.695828172185516
677620,Splitgate: Arena Warfare,1047 Games,Sports,$902.5k ($666.6k - $1.1m),$2.8m,67724.0,84.58200000000001,7500000.0,0.6897132635887177
1846380,Need for Speed Unbound,Electronic Arts,Sports,$26.4m ($19.7m - $33m),$4.5b,14053.0,61.64,1500000.0,0.6626315608144562
2488620,F1 24,Electronic Arts,Sports,$26.5m ($18m - $35m),$4.5b,13327.0,74.39,750000.0,0.658284407711757
282440,Quake Live,Bethesda Softworks,Sports,$3.9m ($2.2m - $5.5m),$2.1b,6154.0,88.21,3500000.0,0.6516001122724491
471710,Rec Room,Rec Room,Sports,$11.8m ($8.6m - $15.1m),$11.8m,7091.0,88.36200000000001,3500000.0,0.650048312793433
1692250,F1 22,Electronic Arts,Sports,$5.2m ($3.2m - $7.2m),$4.5b,23763.0,68.92,750000.0,0.6470398665232779
960170,DJMAX RESPECT V,NEOWIZ,Sports,$15.6m ($9.1m - $22m),$124.1m,5242.0,88.68,1500000.0,0.636153186795478
212480,Sonic & All-Stars Racing Transformed Collection,SEGA,Sports,$11.7m ($6.5m - $16.8m),$1.6b,5849.0,93.54,750000.0,0.6356481460355113
571740,Golf It!,Perfuse Entertainment,Sports,$18.5m ($11.9m - $25.1m),$18.5m,2826.0,90.75,1500000.0,0.6134179864285221
2315690,WWE 2K24,2K,Sports,$9.8m ($7.3m - $12.3m),$1.7b,8721.0,75.89,350000.0,0.6109332423992708
586140,BlazBlue Centralfiction,"H2 Interactive Co., Ltd.",Sports,$9.5m ($6.4m - $12.5m),$16.2m,4733.0,94.22,750000.0,0.6070718910027052
2157560,Granblue Fantasy Versus: Rising,"Cygames, Inc.",Sports,$9.3m ($6m - $12.5m),$209.9m,7029.0,83.04,350000.0,0.6016968064660154
728880,Overcooked! 2,Team17,Strategy,$101.2m ($58.7m - $143.7m),$491.6m,15004.0,90.85,3500000.0,0.7229825618096914
1044720,Farthest Frontier,Crate Entertainment,Strategy,$27.4m ($18.3m - $36.5m),$68m,24874.0,86.77,1500000.0,0.6880911890739267
244160,Homeworld Remastered Collection,Gearbox Publishing,Strategy,$18.4m ($12.9m - $24m),$259.9m,17778.0,88.07,1500000.0,0.6789414084111804
313160,Farming Simulator 15,Giants Software,Strategy,$13m ($9.1m - $16.9m),$179.6m,18658.0,92.21,1500000.0,0.677952924117821
1874880,Arma Reforger,Bohemia Interactive,Strategy,$47.6m ($34.9m - $60.2m),$619.3m,22789.0,78.24,350000.0,0.6617021585487006
400750,Call to Arms - Gates of Hell: Ostfront,Digitalmindsoft,Strategy,$14.7m ($9.9m - $19.5m),$24.2m,8889.0,84.69,1500000.0,0.6406483202715912
1222690,Dragon Age Inquisition,Electronic Arts,Strategy,$11.6m ($7.6m - $15.7m),$4.5b,4937.0,76.02,1500000.0,0.6326797193420065
718850,Age of Wonders: Planetfall,Paradox Interactive,Strategy,$17.5m ($10.6m - $24.3m),$1.1b,10346.0,80.06,350000.0,0.6269722759210796
102600,Orcs Must Die!,Robot Entertainment,Strategy,$1.7m ($1m - $2.4m),$25.8m,4548.0,95.79,1500000.0,0.5999204528238142
551170,Onmyoji,NetEase Games,Strategy,$6.7m ($3.8m - $9.5m),$310.1m,4965.0,67.581,750000.0,0.5894220431040849
300550,Shadowrun: Dragonfall - Director's Cut,Paradox Interactive,Strategy,$2.8m ($1.6m - $4m),$1.1b,2665.0,89.33,750000.0,0.5846832786617175
2067920,Rogue: Genesia,Ouadi Huard,Strategy,$3.5m ($2.3m - $4.6m),$3.5m,8490.0,91.18,350000.0,0.5839605379402931
1656780,Hero's Hour,Goblinz Publishing,Strategy,$5m ($3.1m - $6.9m),$29.1m,4170.0,79.57,750000.0,0.5816423543347763
287980,Mini Metro,Dinosaur Polo Club,Strategy,$7.8m ($5.2m - $10.4m),$18.4m,2101.0,95.93,750000.0,0.5813102017815932
1879330,WARRIORS OROCHI 3 Ultimate Definitive Edition,"KOEI TECMO GAMES CO., LTD.",Strategy,$4.6m ($2.4m - $6.7m),$424.5m,2969.0,89.16,350000.0,0.5739155620171448
814370,Monster Sanctuary,Team17,Strategy,$5.7m ($3.7m - $7.6m),$491.6m,1376.0,91.65,750000.0,0.5734261103795506
604540,Empire of Sin,Paradox Interactive,Strategy,$6.1m ($4.2m - $8m),$1.1b,7728.0,49.38,350000.0,0.5718617800443064
1473350,(the) Gnorp Apologue,(Myco),Strategy,$2.7m ($1.8m - $3.5m),$2.7m,5395.0,95.73,350000.0,0.569589812617901
1434950,HighFleet,MicroProse Software,Strategy,$4.9m ($3.4m - $6.4m),$43.7m,1683.0,88.39,750000.0,0.5638292106871041
732690,FIVE NIGHTS AT FREDDY'S: HELP WANTED,ScottGames,Strategy,$10.4m ($7.3m - $13.5m),$44.7m,844.0,96.03,750000.0,0.5611609757899433
648800,Raft,Axolot Games,Survival,$233.9m ($164.7m - $303.2m),$276.7m,100474.0,93.28,15000000.0,0.8266724306531816
2622380,ELDEN RING NIGHTREIGN,"FromSoftware, Inc.",Survival,$120.7m ($77.8m - $163.6m),$1.3b,240640.0,83.46,3500000.0,0.8082767513577075
232090,Killing Floor 2,Tripwire Interactive,Survival,$92.1m ($62.9m - $121.4m),$237.9m,69246.0,88.97,3500000.0,0.7640005817362879
617290,Remnant: From the Ashes,Arc Games,Survival,$64.6m ($45.1m - $84.2m),$330.6m,48194.0,85.06,3500000.0,0.7451055454784026
1304930,The Outlast Trials,Red Barrels,Survival,$78.3m ($52.3m - $104.4m),$137.7m,36332.0,93.12,3500000.0,0.7434754307940741
1943950,Escape the Backrooms,Secret Mode,Survival,$44.4m ($30.1m - $58.7m),$74.5m,48097.0,91.02,3500000.0,0.7391816068877864
323190,Frostpunk,11 bit studios,Survival,$74.3m ($50.3m - $98.3m),$176.2m,29195.0,92.64,3500000.0,0.7365122048231644
952060,Resident Evil 3,"CAPCOM Co., Ltd.",Survival,$37.2m ($23.9m - $50.6m),$1.8b,32635.0,82.68,3500000.0,0.7298751943428865
219740,Don't Starve,Klei Entertainment,Survival,$31.3m ($19m - $43.5m),$371.3m,16556.0,96.55,3500000.0,0.7134790633081669
644930,They Are Billions,Numantian Games,Survival,$44.5m ($32.6m - $56.4m),$44.9m,22295.0,85.06,3500000.0,0.7072522749243575
214490,Alien: Isolation,SEGA,Survival,$40.5m ($25.1m - $55.9m),$1.6b,10761.0,92.9,3500000.0,0.7064776603758165
1527950,Wartales,Shiro Games,Survival,$30.8m ($21.7m - $39.8m),$90.7m,35769.0,88.65,1500000.0,0.7041640981858779
305620,The Long Dark,Hinterland Studio Inc.,Survival,$52.8m ($37.4m - $68.1m),$52.6m,14411.0,90.88,3500000.0,0.7027308714728876
233860,Kenshi,Lo-Fi Games,Survival,$54.7m ($37.9m - $71.5m),$54.7m,11572.0,95.47,3500000.0,0.701215647753266
701160,Kingdom Two Crowns,Raw Fury,Survival,$7.3m ($3.8m - $10.7m),$99.5m,26314.0,90.75,3500000.0,0.6952133305942929
1149460,ICARUS,RocketWerkz,Survival,$42.6m ($30.6m - $54.6m),$49.8m,52305.0,73.81,750000.0,0.6876760373828645
368230,Kingdom: Classic,Raw Fury,Survival,0,$99.5m,63740.0,88.89,3500000.0,0.6852909164153533
1475810,Ghostwire: Tokyo,Bethesda Softworks,Survival,$22.9m ($14.6m - $31.1m),$2.1b,14082.0,83.69,1500000.0,0.6794616628354456
394510,HELLDIVERS Dive Harder Edition,PlayStation Publishing LLC,Survival,$18.9m ($12.5m - $25.3m),$1.3b,6691.0,90.9,3500000.0,0.6777818258787689
747660,Five Nights at Freddy's: Security Breach,ScottGames,Survival,$25.4m ($15.3m - $35.5m),$44.7m,17031.0,86.75,1500000.0,0.6734370512101293
251570,7 Days to Die,The Fun Pimps Entertainment LLC,Tower Defense,$169.3m ($113.7m - $224.8m),$169.1m,124449.0,87.41,15000000.0,0.8206104468151051
960090,Bloons TD 6,Ninja Kiwi,Tower Defense,$54m ($39.9m - $68m),$64.7m,53891.0,97.28,3500000.0,0.7512215980098862
3590,Plants vs. Zombies GOTY Edition,"PopCap Games, Inc.",Tower Defense,$22m ($14.9m - $29m),$29m,16225.0,97.66,3500000.0,0.6979185774206258
65800,Dungeon Defenders,Chromatic Games,Tower Defense,$16.2m ($8.6m - $23.9m),$43.2m,12467.0,93.25,3500000.0,0.6825936255269262
780310,The Riftbreaker,EXOR Studios,Tower Defense,$19.3m ($12.5m - $26m),$19.9m,21506.0,90.71,1500000.0,0.6771738191452318
236110,Dungeon Defenders II,Chromatic Games,Tower Defense,$21.7m ($15.8m - $27.6m),$43.2m,18744.0,67.91,3500000.0,0.6740814212426497
210770,Sanctum 2,Coffee Stain Publishing,Tower Defense,$3.1m ($1.5m - $4.7m),$592.7m,13560.0,92.61,3500000.0,0.6717274064724986
201790,Orcs Must Die! 2,Robot Entertainment,Tower Defense,$4.7m ($992k - $8.4m),$25.8m,15806.0,92.46,3500000.0,0.6689522133993845
1637320,Dome Keeper,Raw Fury,Tower Defense,$13.5m ($8.4m - $18.5m),$99.5m,6487.0,92.44,3500000.0,0.6624662214340544
469600,Legion TD 2 - Multiplayer Tower Defense,AutoAttack Games,Tower Defense,$10.1m ($7.5m - $12.6m),$10.1m,5751.0,86.68,1500000.0,0.619953740406006
1262240,Plants vs. Zombies: Battle for Neighborville,Electronic Arts,Tower Defense,$9.5m ($6.1m - $12.9m),$4.5b,3966.0,71.77,1500000.0,0.6187327819136739
1202130,Starship Troopers: Terran Command,Slitherine Ltd.,Tower Defense,$9.5m ($6.5m - $12.5m),$97.4m,8089.0,88.18,350000.0,0.6082201983348487
489520,Minion Masters,BetaDwarf,Tower Defense,$5.9m ($3.7m - $8.2m),$7.4m,10160.0,79.81,750000.0,0.6060116069104925
1367550,Kingdom Rush Vengeance - Tower Defense,Ironhide Game Studio,Tower Defense,$8.7m ($5.5m - $11.8m),$28.7m,4085.0,94.45,750000.0,0.6039119578937178
1566690,Outpost: Infinity Siege,Lightning Games,Tower Defense,$5.5m ($3.4m - $7.5m),$85.3m,17128.0,65.97,350000.0,0.60068695949679
496300,Kingdom: New Lands,Raw Fury,Tower Defense,$3.6m ($2.3m - $5m),$99.5m,3495.0,86.48,1500000.0,0.59912395831209
246420,Kingdom Rush  - Tower Defense,Ironhide Game Studio,Tower Defense,$4m ($2.9m - $5.2m),$28.7m,1950.0,97.57,1500000.0,0.5883743055475745
248390,Craft The World,Dekovir Ltd,Tower Defense,$6.9m ($5m - $8.9m),$6.9m,3243.0,88.74,750000.0,0.5815644045205434
2187290,Wall World,Alawar,Tower Defense,$2m ($1.3m - $2.6m),$13.3m,4566.0,91.53,750000.0,0.5797616515291196
1843760,Rogue Tower,Die of Death Games,Tower Defense,$4.8m ($3.2m - $6.5m),$4.8m,4276.0,82.64,750000.0,0.5771845145039249
1669980,Volcano Princess,养蛋人 Egg Hatcher,Visual Novel,$11.8m ($8m - $15.7m),$11.8m,30515.0,97.83,1500000.0,0.6857567434476718
626690,Sword Art Online: Fatal Bullet,BANDAI NAMCO Entertainment,Visual Novel,$20.3m ($12.8m - $27.8m),$478.1m,21727.0,79.26,1500000.0,0.6803660521844672
1449690,The Walking Dead: The Telltale Definitive Series,Skybound Games,Visual Novel,$15.5m ($10.2m - $20.9m),$81.1m,7754.0,96.37,750000.0,0.6385354541641763
459820,Crush Crush,Sad Panda Studios,Visual Novel,$26.4m ($16.3m - $36.4m),$35.4m,4508.0,89.18,1500000.0,0.6342589279156862
567640,Danganronpa V3: Killing Harmony,"Spike Chunsoft Co., Ltd.",Visual Novel,$15.9m ($10.1m - $21.7m),$94.5m,4667.0,83.56,1500000.0,0.6265328121113498
1451940,NEEDY STREAMER OVERLOAD,WSS playground,Visual Novel,$16.3m ($11.4m - $21.2m),$24.7m,3627.0,94.75,1500000.0,0.6245527705770947
973760,Thronebreaker: The Witcher Tales,CD PROJEKT RED,Visual Novel,$10.9m ($7.4m - $14.4m),$1.1b,3352.0,89.89,750000.0,0.6121111396498105
2593370,The Hungry Lamb: Traveling in the Late Ming Dynasty,零创游戏(ZerocreationGame),Visual Novel,$5.3m ($3.4m - $7.2m),$5.9m,4925.0,95.16,1500000.0,0.6119707036429561
412830,STEINS;GATE,"Spike Chunsoft Co., Ltd.",Visual Novel,$9.7m ($6.3m - $13.2m),$94.5m,3507.0,97.11,750000.0,0.6085385989334986
2786680,"Knowledge, or know Lady",蒸汽满满工作室,Visual Novel,$2.5m ($1.5m - $3.5m),$2.5m,14963.0,95.32,350000.0,0.5993317074726595
1880330,Sanfu,Gamirror Games,Visual Novel,$2.5m ($1.5m - $3.4m),$118.8m,7558.0,82.83,750000.0,0.5992770159737446
994730,Banner of the Maid,2P Games,Visual Novel,$3.3m ($2.1m - $4.4m),$43.1m,3737.0,86.79,750000.0,0.5811228162669477
2378900,The Coffin of Andy and Leyley,Kit9 Studio,Visual Novel,$3.8m ($2.4m - $5.1m),$3.8m,3097.0,96.4,750000.0,0.5765857021435209
2401970,Ace Attorney Investigations Collection,"CAPCOM Co., Ltd.",Visual Novel,$3.3m ($2m - $4.5m),$1.8b,4419.0,96.72,150000.0,0.5761757635007807
498240,Batman - The Telltale Series,Telltale,Visual Novel,$6.8m ($4.8m - $8.7m),$25.7m,2115.0,86.7,750000.0,0.5717016269882921
1207650,Suzerain,Torpor Games,Visual Novel,$2.5m ($1.3m - $3.7m),$2.5m,3333.0,92.89,750000.0,0.567460785525783
675260,Batman: The Enemy Within - The Telltale Series,Telltale,Visual Novel,$2.6m ($1.8m - $3.4m),$25.7m,2024.0,91.89,750000.0,0.5615613935795905
821880,Idol Manager,PLAYISM,Visual Novel,$2.2m ($1.4m - $2.9m),$86.3m,2920.0,87.51,350000.0,0.5541979411368297
743450,Monster Prom,Xelu,Visual Novel,$3.4m ($2.2m - $4.6m),$3.9m,1510.0,93.38,750000.0,0.5498082274946804
251990,Long Live The Queen,Hanako Games,Visual Novel,$2.1m ($1.6m - $2.7m),$3.5m,2575.0,94.87,350000.0,0.5432762218794646
