appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
5980,ArcaniA Trailer 3,"Action, Adventure, Casual, RPG",,,,Spellbound Studios,Nordic Games,0.0,steamspy,,True
2172500,Arcanima: Mist of Oblivion -  Prologue,"Action, Adventure, Indie, JRPG, RPG, Strategy",,,,Stendhal Games,Stendhal Games,0.0,steamspy,,True
80442,Archon Classic Trailer,"Card & Board, Indie, Strategy",,,,React Games,React Games,0.0,steamspy,,True
65410,Archon: Classic Demo,"Card & Board, Indie, Strategy",,,,React Games,React Games,0.0,steamspy,2.0,True
629510,Arctic Adventure: Episodes Demo,"Action, Adventure, Horror, Shooter",,,,L1gh7 (BriJee),L1gh7 (BriJee),0.0,steamspy,,True
695030,Arena Demo,"Action, Fighting, Indie, Simulation, Sports",,,,Surreal Games,Surreal Games,0.0,steamspy,,True
82101,Arena Wars 2 Gameplay Trailer,"Action, Strategy",,,,ExDream GmbH,,0.0,steamspy,,True
386130,Arevan - Official Guide,"Adventure, Casual, Indie, RPG",,,,Overcloud9,Overcloud9,0.0,steamspy,,True
316100,Aritana and the Harpy's Feather Demo,"Adventure, Indie",,,,Duaik Entretenimento,Duaik Entretenimento,0.0,steamspy,,True
3383930,Aritas: The Demon Lord,"Action, Adventure, RPG",,,,Sunrealm Studios,Sunrealm Studios,0.0,steamspy,,True
1115740,Arizona Derby Demo,"Action, Indie, Racing",,,,Falcon Interactive,Falcon Interactive,0.0,steamspy,,True
850210,Arizona Sunshine - Dead Man DLC,"Action, Adventure, Indie",,,,"Vertigo Games, Jaywalkers Interactive",Vertigo Games,0.0,steamspy,,True
5664,ArmA II CDF Trailer,"Action, Shooter, Simulation, Strategy",,,,,,0.0,steamspy,,True
5665,ArmA II NAPA Trailer,"Action, Shooter, Simulation, Strategy",,,,,,0.0,steamspy,,True
228800,Arma 3 Alpha Lite,"Action, Shooter, Simulation, Strategy",,,,,Bohemia Interactive,0.0,steamspy,,True
1042220,Arma 3 Creator DLC: Global Mobilization - Cold War Germany,"Action, Simulation, Strategy",,,,Vertexmacht,Bohemia Interactive,0.0,steamspy,,True
612480,Arma 3 DLC Bundle 2,"Action, Simulation, Strategy",,,,Bohemia Interactive,,0.0,steamspy,,True
258150,Arma Tactics Demo,"Action, Indie, Shooter, Strategy",,,,Bohemia Interactive,Bohemia Interactive,0.0,steamspy,,True
80779,Armada 2526 Trailer,"4X, Strategy",,,,Ntronium Games,Strategy First,0.0,steamspy,,True
398915,Armello - Seasons Board Skins Pack,"Adventure, Indie, RPG, Strategy",,,,League of Geeks,League of Geeks,0.0,steamspy,,True
398911,Armello Original Soundtrack - Wyld's Call,"Adventure, Indie, RPG, Strategy",,,,League of Geeks,League of Geeks,0.0,steamspy,,True
552650,Army Gals - Wallpapers,"Adventure, Casual, Indie",,,,Dharker Studios,Maid4Fun,0.0,steamspy,,True
550335,Arrange Costume Set Elphelt,Action,,,,Arc System Works,Arc System Works,0.0,steamspy,,True
3104930,Ars Demonium Invocatum,"Indie, Puzzle, RPG",,,,Ivan Pichugin,Ivan Pichugin,0.0,steamspy,,True
1149860,Arsenal Demon,"Action, Indie, RPG, Roguelike, Shooter, Survival",,,,Blast Programming,Blast Programming,0.0,steamspy,,True
525140,Artisan: Going Home Again Demo,"Casual, Indie, RPG, Simulation",,,,Unseen Kingdom Studios,Unseen Kingdom Games,0.0,steamspy,,True
1710,Arx Fatalis Demo,"Action, Adventure, Horror, RPG",,,,Arkane Studios,Arkane Studios,0.0,steamspy,,True
776650,Ash of Gods - Original Soundtrack,"Adventure, Indie, RPG, Strategy",,,,AurumDust,AurumDust,0.0,steamspy,,True
520642,Ashes of the Singularity: Escalation - Epic Map Pack DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
520644,Ashes of the Singularity: Escalation - Gauntlet DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
579270,Ashes of the Singularity: Escalation - Inception DLC,"Indie, RPG, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
649310,Ashes of the Singularity: Escalation - Juggernaut DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
520645,Ashes of the Singularity: Escalation - Oblivion DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
520640,Ashes of the Singularity: Escalation - Overlord Scenario Pack DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
757510,Ashes of the Singularity: Escalation - Secret Missions DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
520641,Ashes of the Singularity: Escalation - Soundtrack DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
520643,Ashes of the Singularity: Escalation - Turtle Wars DLC,"Indie, Simulation, Strategy",,,,"Stardock Entertainment, Oxide Games",Stardock Entertainment,0.0,steamspy,,True
1259180,Ashina: The Red Witch: Prologue,"Adventure, Casual, JRPG, RPG, Simulation, Strategy",,,,Stranga Games,GrabTheGames,0.0,steamspy,,True
5282,Assassin's Creed 2 E3 Trailer,"Action, Adventure",,,,,,0.0,steamspy,,True
5030,Assassin's Creed HD Trailer,"Action, Adventure",,,,Ubisoft Montreal,Ubisoft,0.0,steamspy,,True
937890,Assassin's Creed Odyssey - Season Pass,"Action, Adventure, RPG",,,,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,0.0,steamspy,,True
660080,Assassin's Creed Origins - Season Pass,"Action, Adventure, RPG",,,,Ubisoft Montreal,,0.0,steamspy,,True
81329,Assassin's Creed Revelations Ancestors Char Pack Trailer,"Action, Adventure, RPG",,,,Ubisoft Montreal,,0.0,steamspy,,True
80642,Assassins Creed Brotherhood Multi-Player Trailer,"Action, Adventure",,,,Ubisoft Montreal,Ubisoft,0.0,steamspy,,True
80643,Assassins Creed Brotherhood Story Trailer,"Action, Adventure",,,,Ubisoft Montreal,Ubisoft,0.0,steamspy,,True
81482,Assassins Creed III Montage Trailer,"Action, Adventure",,,,Ubisoft Montreal,Ubisoft,0.0,steamspy,,True
246660,Assault Android Cactus Demo,"Action, Indie, Shooter",,,,Witch Beam,,0.0,steamspy,,True
949250,Assault Spy - Digital Soundtrack,"Action, Indie",,,,Wazen,,0.0,steamspy,,True
742240,Astebreed - Original Soundtrack,"Action, Indie",,,,Edelweiss,PLAYISM,0.0,steamspy,,True
604320,Asteroid Blaster VR Demo,"Action, Casual, Indie",,,,Senomix Research,Senomix Research,0.0,steamspy,,True
502390,Asteroid Fight Demo,"Action, Indie, Strategy",,,,Katta Games,Katta Games,0.0,steamspy,,True
563590,Astervoid 2000 Soundtrack,"Action, Casual, Indie",,,,"Mad Capacity, LREVG",,0.0,steamspy,,True
672200,Astoria: The Holders of Power Saga Demo,"Action, Adventure, Indie, JRPG, RPG, Strategy",,,,Golden Unicorn Gaming Inc,Golden Unicorn Gaming Inc,0.0,steamspy,,True
465940,Astral Domine Demo,"Adventure, Indie, Puzzle",,,,Spectral Illusions,Spectral Illusions,0.0,steamspy,,True
473790,Astro Duel Demo,"Action, Fighting, Indie",,,,Rusty Moyher,Wild Rooster,0.0,steamspy,,True
201170,Astro Tripper Demo,"Action, Indie, Shooter",,,,PomPom,Pom Pom Games,0.0,steamspy,,True
3342,AstroPop Deluxe Free Demo,"Casual, Puzzle",,,,"PopCap Games, Inc.","PopCap Games, Inc.",0.0,steamspy,,True
573546,Atelier Firis - Atelier series special BGM pack / アトリエシリーズスペシャルBGMパック,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
620321,Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
620325,Atelier Firis - Costume: Crest Paladin / シャノン衣装『クレストパラディン』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
620323,Atelier Firis - Costume: Duel Warrior / ドロッセル衣装『デュエルウォーリア』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
573543,Atelier Firis - Costume: Festive Amour / イルメリア衣装『紅白アムール』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
620324,Atelier Firis - Costume: Glorious Sage / ソフィー衣装『グロリアスセイジ』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
573542,Atelier Firis - Costume: Night Onyx / リアーネ衣装『夜のオニキス』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
620322,Atelier Firis - Costume: Noble Wizard / イルメリア衣装『ノーブルウィザード』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
573545,Atelier Firis - Costume: Passionate Soleil / ソフィー衣装『情熱のソレイユ』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
573540,"Atelier Firis - Costume: Resort Vacation, Wonderland / ",RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
620320,Atelier Firis - Costume: Ritual Cleric / フィリス衣装『リチュアルクレリック』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
573541,Atelier Firis - Costume: Sky Blue Papillon / フィリス衣装『空色パピヨン』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
573544,Atelier Firis - Costume: Verdant Feuilles / ドロッセル衣装『新緑のフォイユ』,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
1061754,Atelier Lulua: Atelier Series Legacy BGM Pack,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
776840,Atelier Lydie & Suelle - Bonus DLC,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
776850,Atelier Lydie & Suelle - Season Pass,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
810830,Atelier Lydie & Suelle Atelier Series BGM Pack,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
810820,Atelier Lydie & Suelle GUST Titles BGM Pack,RPG,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
909650,Ativeil Demo,"Adventure, Casual, Indie, Puzzle, Simulation",,,,Phoesion,Phoesion,0.0,steamspy,,True
55050,Atom Zombie Smasher Demo,"Action, Casual, Indie, Strategy, Tower Defense",,,,Blendo Games,Blendo Games,0.0,steamspy,,True
80597,Atom Zombie Smasher Trailer,"Action, Casual, Indie, Strategy, Tower Defense",,,,Blendo Games,Blendo Games,0.0,steamspy,,True
81717,Atooms to Moolecules Trailer,"Casual, Indie",,,,BitSits Games,,0.0,steamspy,,True
992030,Atrocity Demo,"Adventure, Indie, RPG, Simulation, Visual Novel",,,,Solare Games,Solare Games,0.0,steamspy,,True
486830,Attack heroes - Soundtrack,"Adventure, Indie, RPG, Strategy",,,,Ejoy Games,,0.0,steamspy,,True
953650,Attack of the Earthlings - Original Soundtrack,"Indie, Strategy",,,,Team Junkfish,Junkfish Limited,0.0,steamspy,,True
869360,Attack of the Giant Mutant Lizard Demo,"Action, Casual, Indie",,,,Medicated Games,Medicated Games,0.0,steamspy,,True
486009,Attack on Titan - Costume Set - Christmas,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
486007,Attack on Titan - Costume Set - Halloween,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
486011,Attack on Titan - Costume Set - Japanese New Year,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
486002,Attack on Titan - Costume Set - Summer Festival,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
486000,Attack on Titan - Mikasa Costume - Summer Festival,Action,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",0.0,steamspy,,True
943871,Attractorache - ArtBook DLC,"Casual, Indie",,,,CCYY,"Trueyuna Technology Co., Ltd.",0.0,steamspy,,True
989320,Audio Infection Demo,"Action, Casual, Indie",,,,RaafOritme,RaafOritme,0.0,steamspy,,True
373960,Audiosurf 2 Demo,"Casual, Indie",,,,Dylan Fitterer,Dylan Fitterer,0.0,steamspy,,True
5889,Aura: Fate of the Ages Trailer,"Adventure, Puzzle",,,,Streko Graphics,Nordic Games,0.0,steamspy,,True
436420,Aurion: Legacy of the Kori-Odan - Official OST,"Action, Adventure, Indie, RPG",,,,Kiro'o Games,Dear Villagers,0.0,steamspy,,True
397170,Aurora Dusk Demo,"Adventure, Casual, Indie, RPG, Strategy, Tower Defense",,,,Sylvain Harlaut,Sylvain Harlaut,0.0,steamspy,,True
1046020,Automachef Demo,"Indie, Puzzle, Simulation",,,,Hermes Interactive,Team17 Digital Ltd,0.0,steamspy,,True
521600,Automobilista - Season Pass for all DLCs,"Racing, Simulation, Sports",,,,Reiza Studios,,0.0,steamspy,,True
112110,Avadon: The Black Fortress Demo,"Adventure, Indie, RPG, Strategy",,,,Spiderweb Software,Spiderweb Software,0.0,steamspy,,True
81021,Avadon: The Black Fortress Trailer,"Adventure, Indie, RPG, Strategy",,,,Spiderweb Software,Spiderweb Software,0.0,steamspy,,True
377440,Avalanche 2: Super Avalanche OST,"Action, Indie",,,,Beast Games,,0.0,steamspy,,True
643580,Avatar Of The Wolf Demo,Adventure,,,,Choice of Games,Choice of Games,0.0,steamspy,,True
1968280,AvatarShop,Casual,,,,Suzuki Cecil,"Dream Factory Co., Ltd.",0.0,steamspy,,True
685820,Aven Colony - Soundtrack,"Indie, Simulation, Strategy",,,,Mothership Entertainment LLC,Team17 Digital Ltd,0.0,steamspy,,True
81557,Avernum: Escape From the Pit Trailer,"Adventure, Indie, RPG, Strategy",,,,,,0.0,steamspy,,True
427650,Aviary Attorney Soundtrack,"Adventure, Indie",,,,Sketchy Logic,,0.0,steamspy,,True
1124340,AvoCuddle Demo,"Action, Adventure, Indie, Platformer, Puzzle",,,,FistikTech,Ramez Al Tabbaa,0.0,steamspy,,True
1591840,Avoid The Demons,"Action, Adventure, Casual, Indie, Simulation, Survival",,,,Boogygames Studios,Boogygames Studios,0.0,steamspy,,True
1069730,Avorion - Soundtrack,"Action, Indie, Simulation",,,,Boxelware,Boxelware,0.0,steamspy,,True
759420,Awe of Despair Demo,"Action, Adventure, RPG, Simulation",,,,Reliant,Reliant,0.0,steamspy,,True
387984,Awesomenauts - 8-Bit Yoolip Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
251080,Awesomenauts - Abyssal Swiggins Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
251081,"Awesomenauts - Admiral Swiggins, PHD Skin","Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
230888,Awesomenauts - Ahrpl Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
230883,Awesomenauts - Bionic Raelynn Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
497620,Awesomenauts - Bravely Scoop IV: Eternal Fantasy Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
204310,Awesomenauts - Bumble Gnaw Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204317,Awesomenauts - Cap'n Vinnie & Seadog Spike Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
286671,Awesomenauts - Cheerleader Penny Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
387983,Awesomenauts - Clockwork Yoolip Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
230886,Awesomenauts - Cluck Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204304,Awesomenauts - Coco Hawaii Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
230880,Awesomenauts - Coco McFly Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
387982,Awesomenauts - Cosmic Captain Ksenia Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
634014,Awesomenauts - Dark Masquerade Qi'Tara Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
230885,Awesomenauts - Demon Skølldir Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
286670,Awesomenauts - Desperado Penny Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
256507,Awesomenauts - Digital G Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204311,Awesomenauts - Disco Voltar Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204319,Awesomenauts - Double-O Yuri Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
387981,Awesomenauts - Dragon Huntress Ksenia Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
387980,Awesomenauts - Electronic Supersonic Cybertronic Rocco Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204312,Awesomenauts - Expendable Clunk Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
230884,Awesomenauts - Genji the Grey Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
256505,Awesomenauts - Giga Sentorii Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
230890,Awesomenauts - Gnabot Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
376370,Awesomenauts - Gnariachi Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204307,Awesomenauts - Grandmaster Splash Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
306890,Awesomenauts - Grim Genji Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204308,Awesomenauts - Hotrod Derpl Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
319821,Awesomenauts - Jotunn Skølldir Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
230882,Awesomenauts - Kage Genji Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204309,Awesomenauts - Kosmonaut Yuri Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
634010,Awesomenauts - Kunoichi Dizzy Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
319820,Awesomenauts - Leon Legionnaire Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
333170,Awesomenauts - Loninator Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
557001,Awesomenauts - Malicious Max Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
204305,Awesomenauts - Mousquetaire Leon Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204306,Awesomenauts - Officer Lonestar Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
256502,Awesomenauts - Party Boy McPain Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204318,Awesomenauts - Pimpy G. Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
230887,Awesomenauts - Pirate Leon Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
204315,Awesomenauts - Private Mels Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
497621,Awesomenauts - Pyromancer Smiles Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
204314,Awesomenauts - Ravishing Raelynn Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
557000,Awesomenauts - Scourge Captain McPain Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
230891,Awesomenauts - Shaolin Ayla Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
376372,Awesomenauts - Shinobi Rocco Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
256503,Awesomenauts - Skreeletor Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
256506,Awesomenauts - Specimen X-58 Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
425542,Awesomenauts - Steel Seraph Ix Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
399832,Awesomenauts - Summertime Chucho Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
256504,Awesomenauts - Sun Wukong Skree Skin,"Action, Indie, Strategy",,,,Ronimo Games,,0.0,steamspy,,True
230892,Awesomenauts - Teddy Ayla Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
256501,Awesomenauts - Titanium Ted Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
376371,Awesomenauts - Voltar Bonaparte Skin,"Action, Indie, Strategy",,,,Ronimo Games,Ronimo Games,0.0,steamspy,,True
