Selected_Genre,appid,name,genres,release_date,is_free,price,developers,publishers,concurrent_players,source,peak_players,is_non_game
Indie,2442460,Citizen Sleeper 2: Starward Vector,"Adventure, Indie, RPG",,,,Jump Over The Age,Fellow Traveller,61.0,steamspy,1226.0,False
Indie,427730,Who's Your Daddy?!,"Action, Adventure, Casual, Indie, Simulation, Strategy, Survival",,,,Evil Tortilla Games,Evil Tortilla Games,70.0,steamspy,1209.0,False
Indie,334120,Armikrog,"Adventure, Indie, Puzzle",,,,Pencil Test Studios,Versus Evil,1.0,steamspy,1195.0,False
Indie,1178490,港詭實錄ParanormalHK,"Action, Adventure, Horror, Indie, Puzzle",,,,Ghostpie Studio,"Ghostpie Studio, Gamera Games",38.0,steamspy,1186.0,False
Indie,1390350,Webbed,"Action, Indie, Platformer, Puzzle",,,,Sbug Games,Sbug Games,42.0,steamspy,1118.0,False
Indie,1040420,Dreamscaper,"Action, Adventure, Indie, RPG, Roguelike",,,,Afterburner Studios,"indie.io, Maple Whispering Limited",5.0,steamspy,1111.0,False
Indie,322190,SteamWorld Heist,"Action, Adventure, Indie, RPG, Strategy",,,,Image & Form Games,Image & Form Games,17.0,steamspy,1083.0,False
Indie,569970,Chosen 2,"Adventure, Indie, JRPG, RPG",,,,Little Big Lee,Senpai Industrial Studios,0.0,steamspy,1067.0,False
Indie,1517960,Rebirth:Beware of Mr.Wang,"Action, Adventure, Indie, Simulation, Visual Novel",,,,DSGame,DSGame,2.0,steamspy,1058.0,False
Indie,1371630,Incremental Adventures,"Adventure, Casual, Indie, JRPG, RPG, Strategy",,,,Gniller,Gniller,71.0,steamspy,1034.0,False
Indie,625860,God Awe-full Clicker,"Adventure, Indie, Puzzle, RPG, Strategy",,,,Mad Labyrinth Studios LLC,Mad Labyrinth Studios LLC,2.0,steamspy,996.0,False
Indie,533300,Zup!,"Action, Casual, Horror, Indie, Platformer, Puzzle, Strategy",,,,Quiet River,Quiet River,1.0,steamspy,995.0,False
Indie,1191330,Inferna,"Action, Adventure, Indie, Massively Multiplayer, RPG",,,,INFERNA UG (haftungsbeschränkt),INFERNA UG (haftungsbeschränkt),60.0,steamspy,847.0,False
Indie,324070,iO,"Action, Indie, Platformer, Puzzle, Racing",,,,Gamious,Gamious,1.0,steamspy,830.0,False
Indie,1069640,This Land Is My Land,"Action, Indie, RPG, Simulation, Survival",,,,Game-Labs,Game-Labs,30.0,steamspy,829.0,False
Indie,2226700,挂姬恶魔 IDLE DEVILS,"Adventure, Casual, Indie, RPG, Simulation, Strategy",,,,GOCORE,"GOCORE, NPC Entertainment",49.0,steamspy,829.0,False
Indie,557600,Gorogoa,"Adventure, Casual, Indie, Puzzle",,,,Buried Signal,Annapurna Interactive,8.0,steamspy,809.0,False
Indie,2555430,TRADESMAN: Deal to Dealer,"Adventure, Indie, Simulation",,,,AZAMATIKA,AZAMATIKA,11.0,steamspy,793.0,False
Indie,2803280,Dragon Is Dead,"Action, Casual, Indie, Metroidvania, Platformer, RPG, Roguelike",,,,TeamSuneat,"PM Studios, inc.",5.0,steamspy,789.0,False
Indie,265210,Viscera Cleanup Detail: Santa's Rampage,"Action, Casual, Horror, Indie, Simulation",,,,RuneStorm,RuneStorm,9.0,steamspy,686.0,False
Indie,1874170,Shredders,"Action, Indie, Simulation, Sports",,,,FoamPunch,FoamPunch,59.0,steamspy,677.0,False
Indie,698540,Dungeon Warfare 2,"Indie, Strategy, Tower Defense",,,,Valsar,Valsar,14.0,steamspy,670.0,False
Indie,649950,Ashen,"Action, Adventure, Indie, RPG, Survival",,,,A44,Annapurna Interactive,0.0,steamspy,657.0,False
Indie,1239690,Retrowave,"Action, Casual, Indie, Racing, Simulation",,,,RewindApp,RewindApp,5.0,steamspy,638.0,False
Indie,2665460,Windward Horizon,"Action, Adventure, Indie, RPG",,,,Tasharen Entertainment Inc.,Tasharen Entertainment Inc.,11.0,steamspy,625.0,False
Indie,1031480,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,"Action, Indie",,,,东方幕华祭制作组,东方幕华祭制作组,3.0,steamspy,619.0,False
Indie,1026820,Coloring Game,"Casual, Indie, Puzzle",,,,L. Stotch,L. Stotch,8.0,steamspy,586.0,False
Indie,647960,Rusted Warfare - RTS,"Action, Indie, Strategy, Tower Defense",,,,Corroding Games,Corroding Games,149.0,steamspy,581.0,False
Indie,1202900,Assemble with Care,"Casual, Indie, Puzzle, Simulation, Visual Novel",,,,ustwo games,ustwo games,7.0,steamspy,533.0,False
Indie,968440,Artist Idle,Indie,,,,YDKR,YDKR,18.0,steamspy,516.0,False
Indie,2971610,HOLE,"Action, Horror, Indie, Shooter",,,,NEGAFISH,NEGAFISH,25.0,steamspy,490.0,False
Indie,899970,NEKOPARA Extra,"Action, Adventure, Casual, Indie, Visual Novel",,,,NEKO WORKs,Sekai Project,9.0,steamspy,473.0,False
Indie,714120,Little Misfortune,"Adventure, Casual, Horror, Indie, Puzzle",,,,Killmonday Games AB,Killmonday Games AB,27.0,steamspy,447.0,False
Indie,1479140,AK-xolotl: Together,"Action, Indie, RPG, Roguelike, Shooter",,,,2Awesome Studio,Playstack,79.0,steamspy,445.0,False
Indie,3391260,WHO'S WHO 2.0,"Action, Casual, Indie, Massively Multiplayer, RPG, Strategy",,,,Nightvendors Studio,Nightvendors Studio,8.0,steamspy,441.0,False
Indie,1946140,Jigsaw Puzzles Infinite,"Card & Board, Casual, Indie, Puzzle, Simulation, Strategy",,,,Bartek Karczmarczyk,Bartek Karczmarczyk,21.0,steamspy,435.0,False
Indie,18040,DeathSpank,"Action, Adventure, Indie, RPG",,,,Hothead Games,Electronic Arts,1.0,steamspy,434.0,False
Indie,1057750,The Suicide of Rachel Foster,"Adventure, Casual, Indie",,,,ONE-O-ONE GAMES,Daedalic Entertainment,1.0,steamspy,408.0,False
Indie,1198850,How to Build a Magnificent Kingdom,"Indie, RPG, Strategy","26 Aug, 2022",False,"₩ 26,000",Irisfield,Kagura Games,1.0,appdetails,395.0,False
Indie,1038740,Fluffy Store,"Adventure, Casual, Indie, Visual Novel",,,,AsicxArt,SakuraGame,2.0,steamspy,393.0,False
Indie,1497440,COCOON,"Action, Adventure, Indie, Platformer, Puzzle",,,,Geometric Interactive,Annapurna Interactive,5.0,steamspy,392.0,False
Indie,521200,Epic Battle Fantasy 3,"Action, Adventure, Casual, Indie, JRPG, RPG, Strategy",,,,Matt Roszak,Matt Roszak,10.0,steamspy,390.0,False
Indie,1603640,The House of Da Vinci 3,"Adventure, Casual, Indie, Puzzle, Strategy",,,,Blue Brain Games,Blue Brain Games,10.0,steamspy,335.0,False
Indie,715670,DashPanel,"Indie, Racing, Simulation",,,,PyrofrogStudos,PyrofrogStudos,48.0,steamspy,328.0,False
Indie,1011590,Night is Coming,"City Builder, Indie, RPG, Simulation, Strategy, Survival, Tower Defense",,,,Wild Forest Studio,101XP,4.0,steamspy,321.0,False
Indie,704920,Magic Rampage,"Action, Adventure, Indie, Platformer, RPG",,,,Asantee Games,DK Game Dev LTDA,15.0,steamspy,301.0,False
Indie,3098070,Cinema Simulator 2025,"Casual, Indie, Simulation",,,,HOGO Games,HOGO Games,114.0,steamspy,289.0,False
Indie,360870,Ultimate Tic-Tac-Toe,"Casual, Indie, Massively Multiplayer, Sports, Strategy",,,,Tigerish Games,Tigerish Games,1.0,steamspy,288.0,False
Indie,765410,Bean Battles,"Action, Horror, Indie, Shooter",,,,Gupa Games,Gupa Games,20.0,steamspy,286.0,False
Indie,496620,Monster Slayers,"Action, Card & Board, Indie, RPG, Roguelike, Strategy",,,,Nerdook Productions,Digerati,3.0,steamspy,285.0,False
Indie,209190,Stealth Bastard Deluxe,"Action, Indie, Platformer, Puzzle",,,,Curve Studios,Curve Games,1.0,steamspy,270.0,False
Indie,1372320,Cloud Gardens,"Casual, City Builder, Indie, Puzzle, Simulation",,,,Noio,Noio,4.0,steamspy,270.0,False
Indie,346850,Chip's Challenge 1,"Indie, Puzzle, Strategy",,,,Niffler Ltd.,Niffler Ltd.,13.0,steamspy,246.0,False
Indie,3000030,Gaiadon: Eternal Quest,"Adventure, Casual, Indie, RPG, Simulation",,,,nadukkon,nadukkon,111.0,steamspy,244.0,False
Indie,898890,Endling - Extinction is Forever,"Adventure, Indie, Simulation, Survival",,,,Herobeat Studios,HandyGames,8.0,steamspy,241.0,False
Indie,1177400,江湖余生：缘起,"Adventure, Card & Board, Indie, RPG, Simulation, Survival",,,,柚子丁工作室,INDIECN,0.0,steamspy,234.0,False
Indie,1198320,DOTOKOI / 像素男友,"Casual, Indie, RPG, Visual Novel",,,,HIROKO IMAKI,Pujia8 Studio,4.0,steamspy,234.0,False
Indie,976700,Size Matters,"Action, Casual, Indie, Puzzle, Simulation",,,,Mazen Games,GrabTheGames,8.0,steamspy,229.0,False
Indie,361630,404Sight,"Action, Indie, Sports",,,,Retro Yeti Games,Retro Yeti Games,1.0,steamspy,221.0,False
Indie,554310,Rage Wars,"Adventure, Casual, Horror, Indie",,,,Lemondo Games,Lemondo Games,2.0,steamspy,212.0,False
Indie,201420,Toki Tori 2+,"Adventure, Casual, Indie, Metroidvania, Platformer, Puzzle",,,,Two Tribes,Two Tribes,3.0,steamspy,209.0,False
Indie,1295900,Draconia,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Simulation, Survival",,,,Draconia Dev Team,Draconia Dev Team,2.0,steamspy,206.0,False
Indie,3324320,MYRIAD DEATH,"Action, Indie, Roguelike, Shooter",,,,"IGNITION M, Clover Lab., inc.",holo Indie,2.0,steamspy,203.0,False
Indie,809280,Grimmwood - They Come at Night,"Indie, RPG, Simulation, Strategy, Survival",,,,Big Moustache Games,Headup Publishing,0.0,steamspy,203.0,False
Indie,3546440,Rentlord,"Casual, Indie, Simulation, Strategy","23 Jun, 2025",False,"₩ 5,600",verty,Rogue Duck Interactive,2.0,appdetails,197.0,False
Indie,820020,Alder's Blood: Definitive Edition,"Horror, Indie, RPG, Strategy",,,,Shockwork Games,No Gravity Games,0.0,steamspy,185.0,False
Indie,2220480,Burst Hero,"Action, Card & Board, Indie, Shooter",,,,YaYa Game,YaYa Game,0.0,steamspy,185.0,False
Indie,830820,Jets'n'Guns 2,"Action, Indie",,,,Rake in Grass,Rake in Grass,1.0,steamspy,179.0,False
Indie,269310,Infectonator: Survivors,"Action, Adventure, Indie, RPG, Simulation, Strategy, Survival, Tower Defense",,,,Toge Productions,Toge Productions,2.0,steamspy,178.0,False
Indie,1693260,Yugo Puzzle,"Casual, Indie, Platformer, Puzzle",,,,Qrostar,Qrostar,2.0,steamspy,177.0,False
Indie,455200,The Battle for Sector 219,"Card & Board, Indie, Strategy",,,,Large Visible Machine,"Large Visible Machine, Your Move Games",0.0,steamspy,176.0,False
Indie,2147950,4D Golf,"Casual, Horror, Indie, Puzzle, Racing",,,,CodeParade,CodeParade,3.0,steamspy,174.0,False
Indie,247370,Mutant Mudds Deluxe,"Action, Indie, Platformer",,,,Atooi,Atooi,1.0,steamspy,159.0,False
Indie,41050,Serious Sam Classic: The First Encounter,"Action, Adventure, Indie, Shooter",,,,Croteam,Devolver Digital,9.0,steamspy,158.0,False
Indie,1589570,Dunjungle,"Action, Adventure, Indie, Platformer, Roguelike",,,,Bruno Bombardi,Astrolabe Games,1.0,steamspy,155.0,False
Indie,3384190,TrickShot Simulator,"Casual, Horror, Indie, Simulation",,,,BeaTeb,BeaTeb,5.0,steamspy,152.0,False
Indie,2882870,Doll Impostor,"Action, Adventure, Casual, Horror, Indie, Puzzle, Strategy",,,,David Gallardo,HeadArrow,4.0,steamspy,150.0,False
Indie,380690,Don'Yoku,"Action, Indie",,,,Dark-Spot Studio,Dark-Spot Studio,0.0,steamspy,146.0,False
Indie,206370,Tales From Space: Mutant Blobs Attack,"Action, Adventure, Indie, Platformer, Puzzle",,,,Drinkbox Studios,Drinkbox Studios,3.0,steamspy,141.0,False
Indie,1647310,Trench Lord: Eastern Front,"Action, Adventure, Indie, RPG, Shooter, Strategy",,,,"Tracer Studio, LING YUN CO., LTD.","LING YUN CO., LTD.",8.0,steamspy,141.0,False
Indie,3234700,Break Siege,"Adventure, Card & Board, Indie, Shooter, Strategy",,,,FojoGames,Edigger,0.0,steamspy,127.0,False
Indie,2138100,Cabin of Shadows - Dueling Impostors-,"Card & Board, Casual, Horror, Indie, Strategy, Survival",,,,Nestopi Inc.,Nestopi Inc.,0.0,steamspy,124.0,False
Indie,1154790,XIII,"Action, Adventure, Indie, Shooter",,,,PlayMagic,Microids,0.0,steamspy,120.0,False
Indie,1078330,Liz ~The Tower and the Grimoire~,"Indie, JRPG, RPG",,,,Clymenia,Kagura Games,1.0,steamspy,120.0,False
Indie,2450480,Idle Magic Legend,"Casual, Indie, RPG, Strategy",,,,StarMatrix Labs,Yamate,3.0,steamspy,118.0,False
Indie,1507720,Märchen Forest,"Action, Adventure, Indie, JRPG, Platformer, RPG",,,,PrimaryOrbit,Clouded Leopard Entertainment,2.0,steamspy,113.0,False
Indie,1424980,The Solitaire Conspiracy,"Card & Board, Casual, Indie, Puzzle",,,,Bithell Games,Bithell Games,2.0,steamspy,112.0,False
Indie,270790,Etherlords II,"Adventure, Card & Board, Indie, RPG, Strategy",,,,Nival,Nival,6.0,steamspy,105.0,False
Indie,1106340,Legend Bowl,"Indie, Simulation, Sports, Strategy",,,,Super Pixel Games,Super Pixel Games,28.0,steamspy,105.0,False
JRPG,582010,Monster Hunter: World,"Action, Adventure, JRPG, Massively Multiplayer, RPG",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",9698.0,steamspy,329333.0,False
JRPG,2679460,Metaphor: ReFantazio,"Action, Adventure, JRPG, RPG, Strategy",,,,ATLUS,SEGA,1280.0,steamspy,85194.0,False
JRPG,1056640,Phantasy Star Online 2,"Action, JRPG, Massively Multiplayer, RPG",,,,SEGA,SEGA,899.0,steamspy,59197.0,False
JRPG,2701660,DRAGON QUEST III HD-2D Remake,"JRPG, RPG",,,,"Square Enix, ARTDINK",Square Enix,420.0,steamspy,45357.0,False
JRPG,1325200,Nioh 2 – The Complete Edition,"Action, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",1005.0,steamspy,41273.0,False
JRPG,2909400,FINAL FANTASY VII REBIRTH,"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,1443.0,steamspy,36077.0,False
JRPG,1687950,Persona 5 Royal,"Adventure, JRPG, RPG, Strategy, Visual Novel",,,,ATLUS,SEGA,3825.0,steamspy,35298.0,False
JRPG,1113000,Persona 4 Golden,"Adventure, JRPG, RPG, Strategy, Visual Novel",,,,ATLUS,SEGA,698.0,steamspy,29984.0,False
JRPG,637650,FINAL FANTASY XV WINDOWS EDITION,"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,349.0,steamspy,29279.0,False
JRPG,453480,Shadowverse CCG,"Adventure, Card & Board, Casual, JRPG, RPG, Strategy",,,,"Cygames, Inc.","Cygames, Inc., Cygames Korea Inc.",127.0,steamspy,23929.0,False
JRPG,524220,NieR:Automata,"Action, Adventure, JRPG, RPG",,,,"Square Enix, PlatinumGames Inc.",Square Enix,468.0,steamspy,23813.0,False
JRPG,1971650,OCTOPATH TRAVELER II,"Adventure, Casual, JRPG, RPG, Strategy",,,,"Square Enix, ACQUIRE Corp.",Square Enix,415.0,steamspy,16994.0,False
JRPG,898750,Super Robot Wars 30,"JRPG, RPG, Simulation, Strategy, Visual Novel",,,,Bandai Namco Forge Digitals Inc.,Bandai Namco Entertainment,89.0,steamspy,16817.0,False
JRPG,3123410,Atelier Yumia: The Alchemist of Memories & the Envisioned Land,"Action, Adventure, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",42.0,steamspy,14020.0,False
JRPG,2495450,Winter Memories,"Adventure, Casual, JRPG, RPG, Shooter, Simulation, Visual Novel",,,,Dojin Otome,Kagura Games,120.0,steamspy,12400.0,False
JRPG,977880,Eastward,"Action, Adventure, Casual, Indie, JRPG, RPG",,,,Pixpil,"Chucklefish, XD",45.0,steamspy,12296.0,False
JRPG,1451090,Tactics Ogre: Reborn,"JRPG, RPG, Simulation, Strategy",,,,Square Enix,Square Enix,231.0,steamspy,10671.0,False
JRPG,485510,Nioh: Complete Edition,"Action, Adventure, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",265.0,steamspy,10588.0,False
JRPG,1235140,Yakuza: Like a Dragon,"Action, Adventure, JRPG, RPG",,,,Ryu Ga Gotoku Studio,SEGA,679.0,steamspy,9508.0,False
JRPG,899440,GOD EATER 3,"Action, Adventure, JRPG, RPG",,,,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,53.0,steamspy,9455.0,False
JRPG,638970,Yakuza 0,"Action, Adventure, JRPG, RPG",,,,Ryu Ga Gotoku Studio,SEGA,691.0,steamspy,8907.0,False
JRPG,2238900,STAR OCEAN THE SECOND STORY R,"Action, JRPG, Platformer, RPG",,,,"Square Enix, Gemdrops, Inc.",Square Enix,59.0,steamspy,8019.0,False
JRPG,429660,Tales of Berseria,"Action, Adventure, JRPG, RPG",,,,BANDAI NAMCO Studios Inc.,BANDAI NAMCO Entertainment,83.0,steamspy,8018.0,False
JRPG,1718570,ASTLIBRA Revision,"Action, Adventure, JRPG, Metroidvania, RPG",,,,KEIZO,WhisperGames,595.0,steamspy,7787.0,False
JRPG,1999770,Atelier Ryza 3: Alchemist of the End & the Secret Key,"Action, Adventure, Casual, JRPG, Puzzle, RPG, Simulation",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",22.0,steamspy,7118.0,False
JRPG,2490990,Visions of Mana,"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,22.0,steamspy,6947.0,False
JRPG,924980,Trials of Mana,"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,19.0,steamspy,6794.0,False
JRPG,39140,FINAL FANTASY VII,"Adventure, JRPG, RPG, Strategy",,,,Square Enix,Square Enix,378.0,steamspy,6424.0,False
JRPG,2429860,Living With Sister: Monochrome Fantasy,"Horror, Indie, JRPG, RPG, Simulation, Visual Novel",,,,Inusuku,Kagura Games,94.0,steamspy,6246.0,False
JRPG,871980,Digimon Survive,"JRPG, RPG, Simulation, Strategy, Survival, Visual Novel",,,,"HYDE, Inc.",Bandai Namco Entertainment Inc.,26.0,steamspy,6179.0,False
JRPG,307070,Memories of a Vagabond,"Adventure, Indie, JRPG, RPG",,,,Darkelite Studio Inc,SA Industry,0.0,steamspy,4990.0,False
JRPG,1295510,DRAGON QUEST XI S: Echoes of an Elusive Age - Definitive Edition,"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,438.0,steamspy,4752.0,False
JRPG,1776380,STAR OCEAN THE DIVINE FORCE,"Action, Adventure, JRPG, RPG",,,,"Square Enix, tri-Ace",Square Enix,11.0,steamspy,4420.0,False
JRPG,237890,Agarest: Generations of War,"Adventure, JRPG, RPG, Strategy, Visual Novel",,,,Idea Factory,Ghostlight LTD,7.0,steamspy,3791.0,False
JRPG,2530980,Tales of Graces f Remastered,"Action, Adventure, JRPG, RPG",,,,"TOSE CO., LTD.",Bandai Namco Entertainment,94.0,steamspy,3496.0,False
JRPG,738540,Tales of Vesperia: Definitive Edition,"Action, Adventure, JRPG, RPG",,,,"QLOC, BANDAI NAMCO Studios Inc.",BANDAI NAMCO Entertainment,102.0,steamspy,3424.0,False
JRPG,1042550,Digimon Story Cyber Sleuth: Complete Edition,"Action, Adventure, JRPG, RPG, Strategy, Visual Novel",,,,"h.a.n.d., Inc.",BANDAI NAMCO Entertainment Inc.,679.0,steamspy,3408.0,False
JRPG,834530,Yakuza Kiwami,"Action, Adventure, JRPG, RPG",,,,Ryu Ga Gotoku Studio,SEGA,198.0,steamspy,3406.0,False
JRPG,368340,CrossCode,"Action, Adventure, Indie, JRPG, Puzzle, RPG",,,,Radical Fish Games,"Deck13, WhisperGames, DANGEN Entertainment, Mayflower Entertainment",131.0,steamspy,3368.0,False
JRPG,1150690,OMORI,"Horror, Indie, JRPG, RPG",,,,"OMOCAT, LLC","OMOCAT, LLC",378.0,steamspy,3107.0,False
JRPG,622220,Fate/EXTELLA LINK,"Action, Adventure, JRPG, RPG, Visual Novel",,,,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous Europe",4.0,steamspy,3078.0,False
JRPG,511680,Fate/EXTELLA,"Action, Fighting, JRPG, RPG, Visual Novel",,,,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous Europe",6.0,steamspy,2938.0,False
JRPG,405900,Disgaea PC,"JRPG, RPG, Strategy",,,,"Nippon Ichi Software, Inc.","NIS America, Inc.",107.0,steamspy,2937.0,False
JRPG,1798020,Mega Man Battle Network Legacy Collection Vol. 2,"Action, JRPG, RPG",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",55.0,steamspy,2692.0,False
JRPG,1702330,Rune Factory 5,"Adventure, JRPG, RPG, Simulation",,,,Marvelous Inc.,"XSEED Games, Marvelous USA, Inc., Marvelous Europe",53.0,steamspy,2680.0,False
JRPG,2175540,DRAGON QUEST MONSTERS: The Dark Prince,"JRPG, RPG",,,,Square Enix,Square Enix,44.0,steamspy,2584.0,False
JRPG,1358700,STRANGER OF PARADISE FINAL FANTASY ORIGIN,"Action, Adventure, JRPG, RPG",,,,"Square Enix, KOEI TECMO GAMES CO., LTD.",Square Enix,69.0,steamspy,2512.0,False
JRPG,345350,LIGHTNING RETURNS: FINAL FANTASY XIII,"Action, Adventure, JRPG, RPG",,,,Square Enix,Square Enix,50.0,steamspy,2475.0,False
JRPG,446640,Space Pilgrim Episode IV: Sol,"Adventure, Casual, Indie, JRPG, Puzzle, RPG",,,,"Pilgrim Adventures, GrabTheGames Studios","GrabTheGames, TheGamesFortress",1.0,steamspy,2376.0,False
JRPG,2696050,Yarimono,"Adventure, Indie, JRPG, RPG, Strategy",,,,にゅう工房,"072 Project, 072 News",126.0,steamspy,2375.0,False
JRPG,2356560,Monster Hunter Stories,"Adventure, JRPG, RPG",,,,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",315.0,steamspy,1977.0,False
JRPG,551730,Toukiden 2,"Action, Adventure, JRPG, RPG",,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",8.0,steamspy,1938.0,False
JRPG,70400,Recettear: An Item Shop's Tale,"Action, Adventure, Indie, JRPG, RPG, Simulation, Strategy",,,,EasyGameStation,Carpe Fulgur LLC,19.0,steamspy,1935.0,False
JRPG,991270,The Legend of Heroes: Trails of Cold Steel III,"Action, Adventure, JRPG, RPG",,,,"Nihon Falcom, Engine Software BV, PH3 GmbH","NIS America, Inc.",89.0,steamspy,1922.0,False
JRPG,1566880,SWORD ART ONLINE Last Recollection,"Action, Adventure, JRPG, RPG",,,,"AQURIA Co., Ltd.",Bandai Namco Entertainment,6.0,steamspy,1873.0,False
JRPG,1388590,Yakuza 6: The Song of Life,"Action, Adventure, JRPG, RPG",,,,Ryu Ga Gotoku Studio,SEGA,95.0,steamspy,1607.0,False
